brain_region,timestamp,is_directed,num_nodes,num_edges,density,is_connected,avg_degree,median_degree,max_degree,transitivity,avg_clustering,avg_shortest_path,diameter,global_efficiency,laplacian_eigenvals,laplacian_second_smallest,laplacian_largest,algebraic_connectivity,normalized_laplacian_eigenvals,normalized_laplacian_largest,spectral_gap
AL,2025-05-23T19:41:17.137182,False,1041,8246,0.015233133821030075,True,15.842459173871278,12.0,420,0.18943579964205048,0.3642086076199397,3.1207899209340133,13,0.371532185797423,"[2.58847722e-13 9.15209808e-02 2.50843873e-01 ... 2.96255980e+03
 3.21897596e+03 3.65157144e+03]",0.09152098082490273,3651.5714387317535,0.09152098082490273,"[-8.40724854e-17  1.20508666e-02  2.94523271e-02 ...  1.94102789e+00
  1.95211915e+00  1.95747428e+00]",1.957474275412146,0.09152098082464388
