Region,Region_Name,Strategy,Fraction_Removed,LCC_Size,Percolation_Threshold
EB,Ellipsoid Body,low_degree,0.5,0.4601873536299766,0.013973884870897013
EB,Ellipsoid Body,low_degree,0.55,0.4484777517564403,0.013973884870897013
EB,Ellipsoid Body,low_degree,0.6000000000000001,0.44028103044496486,0.013973884870897013
EB,Ellipsoid Body,low_degree,0.65,0.4332552693208431,0.013973884870897013
EB,Ellipsoid Body,low_degree,0.7000000000000001,0.4180327868852459,0.013973884870897013
EB,Ellipsoid Body,low_degree,0.75,0.3700234192037471,0.013973884870897013
EB,Ellipsoid Body,low_degree,0.8,0.31381733021077285,0.013973884870897013
EB,Ellipsoid Body,low_degree,0.8500000000000001,0.2459016393442623,0.013973884870897013
EB,Ellipsoid Body,low_degree,0.9,0.17330210772833723,0.013973884870897013
EB,Ellipsoid Body,low_degree,0.9500000000000001,0.10070257611241218,0.013973884870897013
EB,Ellipsoid Body,low_degree,1.0,0.00117096018735363,0.013973884870897013
FB,Fan-shaped Body,random,0.0,1.0,0.015348703129504242
FB,Fan-shaped Body,random,0.05,0.9878149335776454,0.015348703129504242
FB,Fan-shaped Body,random,0.1,0.975584058634906,0.015348703129504242
FB,Fan-shaped Body,random,0.15000000000000002,0.9621163536417774,0.015348703129504242
FB,Fan-shaped Body,random,0.2,0.9482821804855703,0.015348703129504242
FB,Fan-shaped Body,random,0.25,0.9329821346770499,0.015348703129504242
FB,Fan-shaped Body,random,0.30000000000000004,0.9177278973889142,0.015348703129504242
FB,Fan-shaped Body,random,0.35000000000000003,0.8998625744388458,0.015348703129504242
FB,Fan-shaped Body,random,0.4,0.8828218048557032,0.015348703129504242
FB,Fan-shaped Body,random,0.45,0.8658726523133303,0.015348703129504242
FB,Fan-shaped Body,random,0.5,0.8470453504351809,0.015348703129504242
FB,Fan-shaped Body,random,0.55,0.8259276225377921,0.015348703129504242
FB,Fan-shaped Body,random,0.6000000000000001,0.8063215758131012,0.015348703129504242
FB,Fan-shaped Body,random,0.65,0.7832340815391663,0.015348703129504242
FB,Fan-shaped Body,random,0.7000000000000001,0.7606046724690791,0.015348703129504242
FB,Fan-shaped Body,random,0.75,0.7357306459001374,0.015348703129504242
FB,Fan-shaped Body,random,0.8,0.7072835547411819,0.015348703129504242
FB,Fan-shaped Body,random,0.8500000000000001,0.6747595052679799,0.015348703129504242
FB,Fan-shaped Body,random,0.9,0.6321575813101237,0.015348703129504242
FB,Fan-shaped Body,random,0.9500000000000001,0.5638112688960146,0.015348703129504242
FB,Fan-shaped Body,random,1.0,0.00022904260192395785,0.015348703129504242
FB,Fan-shaped Body,high_degree,0.0,1.0,0.015348703129504242
FB,Fan-shaped Body,high_degree,0.05,0.9885478699038021,0.015348703129504242
FB,Fan-shaped Body,high_degree,0.1,0.9876316994961063,0.015348703129504242
FB,Fan-shaped Body,high_degree,0.15000000000000002,0.9853412734768667,0.015348703129504242
FB,Fan-shaped Body,high_degree,0.2,0.984196060467247,0.015348703129504242
FB,Fan-shaped Body,high_degree,0.25,0.9807604214383875,0.015348703129504242
FB,Fan-shaped Body,high_degree,0.30000000000000004,0.9803023362345397,0.015348703129504242
FB,Fan-shaped Body,high_degree,0.35000000000000003,0.9732020155748969,0.015348703129504242
FB,Fan-shaped Body,high_degree,0.4,0.972743930371049,0.015348703129504242
FB,Fan-shaped Body,high_degree,0.45,0.9693082913421897,0.015348703129504242
FB,Fan-shaped Body,high_degree,0.5,0.961978928080623,0.015348703129504242
FB,Fan-shaped Body,high_degree,0.55,0.9535043518094366,0.015348703129504242
FB,Fan-shaped Body,high_degree,0.6000000000000001,0.939990838295923,0.015348703129504242
FB,Fan-shaped Body,high_degree,0.65,0.8930371049015117,0.015348703129504242
FB,Fan-shaped Body,high_degree,0.7000000000000001,0.8527256069628951,0.015348703129504242
FB,Fan-shaped Body,high_degree,0.75,0.7778286761337608,0.015348703129504242
FB,Fan-shaped Body,high_degree,0.8,0.6891891891891891,0.015348703129504242
FB,Fan-shaped Body,high_degree,0.8500000000000001,0.5973431058176821,0.015348703129504242
FB,Fan-shaped Body,high_degree,0.9,0.5196976637654603,0.015348703129504242
FB,Fan-shaped Body,high_degree,0.9500000000000001,0.37746220797068253,0.015348703129504242
FB,Fan-shaped Body,high_degree,1.0,0.00022904260192395785,0.015348703129504242
FB,Fan-shaped Body,low_degree,0.0,1.0,0.015348703129504242
FB,Fan-shaped Body,low_degree,0.05,0.9216674301420064,0.015348703129504242
FB,Fan-shaped Body,low_degree,0.1,0.9003664681630783,0.015348703129504242
FB,Fan-shaped Body,low_degree,0.15000000000000002,0.8843334860284012,0.015348703129504242
FB,Fan-shaped Body,low_degree,0.2,0.8497480531378836,0.015348703129504242
FB,Fan-shaped Body,low_degree,0.25,0.8034814475492441,0.015348703129504242
FB,Fan-shaped Body,low_degree,0.30000000000000004,0.7430142006413193,0.015348703129504242
FB,Fan-shaped Body,low_degree,0.35000000000000003,0.690563444800733,0.015348703129504242
FB,Fan-shaped Body,low_degree,0.4,0.6461291800274851,0.015348703129504242
FB,Fan-shaped Body,low_degree,0.45,0.6211635364177737,0.015348703129504242
FB,Fan-shaped Body,low_degree,0.5,0.6046724690792488,0.015348703129504242
FB,Fan-shaped Body,low_degree,0.55,0.5897846999541915,0.015348703129504242
FB,Fan-shaped Body,low_degree,0.6000000000000001,0.5836005497022446,0.015348703129504242
FB,Fan-shaped Body,low_degree,0.65,0.581539166284929,0.015348703129504242
FB,Fan-shaped Body,low_degree,0.7000000000000001,0.5659642693540998,0.015348703129504242
FB,Fan-shaped Body,low_degree,0.75,0.5540540540540541,0.015348703129504242
FB,Fan-shaped Body,low_degree,0.8,0.538250114521301,0.015348703129504242
FB,Fan-shaped Body,low_degree,0.8500000000000001,0.5302336234539624,0.015348703129504242
FB,Fan-shaped Body,low_degree,0.9,0.5096197892808062,0.015348703129504242
FB,Fan-shaped Body,low_degree,0.9500000000000001,0.43655519926706365,0.015348703129504242
FB,Fan-shaped Body,low_degree,1.0,0.00022904260192395785,0.015348703129504242
MB,Mushroom Body,random,0.0,1.0,0.02754237288135593
MB,Mushroom Body,random,0.05,1.0,0.02754237288135593
MB,Mushroom Body,random,0.1,1.0,0.02754237288135593
MB,Mushroom Body,random,0.15000000000000002,1.0,0.02754237288135593
MB,Mushroom Body,random,0.2,1.0,0.02754237288135593
MB,Mushroom Body,random,0.25,0.9996655518394648,0.02754237288135593
MB,Mushroom Body,random,0.30000000000000004,0.9996655518394648,0.02754237288135593
MB,Mushroom Body,random,0.35000000000000003,0.9993311036789297,0.02754237288135593
MB,Mushroom Body,random,0.4,0.9993311036789297,0.02754237288135593
MB,Mushroom Body,random,0.45,0.9979933110367893,0.02754237288135593
MB,Mushroom Body,random,0.5,0.9979933110367893,0.02754237288135593
MB,Mushroom Body,random,0.55,0.9976588628762542,0.02754237288135593
MB,Mushroom Body,random,0.6000000000000001,0.9969899665551839,0.02754237288135593
MB,Mushroom Body,random,0.65,0.9953177257525084,0.02754237288135593
MB,Mushroom Body,random,0.7000000000000001,0.9913043478260869,0.02754237288135593
MB,Mushroom Body,random,0.75,0.9832775919732442,0.02754237288135593
MB,Mushroom Body,random,0.8,0.9695652173913043,0.02754237288135593
MB,Mushroom Body,random,0.8500000000000001,0.942809364548495,0.02754237288135593
MB,Mushroom Body,random,0.9,0.8551839464882942,0.02754237288135593
MB,Mushroom Body,random,0.9500000000000001,0.6347826086956522,0.02754237288135593
MB,Mushroom Body,random,1.0,0.0016722408026755853,0.02754237288135593
MB,Mushroom Body,high_degree,0.0,1.0,0.02754237288135593
MB,Mushroom Body,high_degree,0.05,0.9983277591973244,0.02754237288135593
MB,Mushroom Body,high_degree,0.1,0.9966555183946488,0.02754237288135593
MB,Mushroom Body,high_degree,0.15000000000000002,0.9966555183946488,0.02754237288135593
MB,Mushroom Body,high_degree,0.2,0.9933110367892977,0.02754237288135593
MB,Mushroom Body,high_degree,0.25,0.9916387959866221,0.02754237288135593
MB,Mushroom Body,high_degree,0.30000000000000004,0.9899665551839465,0.02754237288135593
MB,Mushroom Body,high_degree,0.35000000000000003,0.9849498327759197,0.02754237288135593
MB,Mushroom Body,high_degree,0.4,0.9832775919732442,0.02754237288135593
MB,Mushroom Body,high_degree,0.45,0.9732441471571907,0.02754237288135593
MB,Mushroom Body,high_degree,0.5,0.9665551839464883,0.02754237288135593
MB,Mushroom Body,high_degree,0.55,0.9565217391304348,0.02754237288135593
MB,Mushroom Body,high_degree,0.6000000000000001,0.9481605351170569,0.02754237288135593
MB,Mushroom Body,high_degree,0.65,0.9381270903010034,0.02754237288135593
MB,Mushroom Body,high_degree,0.7000000000000001,0.9163879598662207,0.02754237288135593
MB,Mushroom Body,high_degree,0.75,0.882943143812709,0.02754237288135593
MB,Mushroom Body,high_degree,0.8,0.8244147157190636,0.02754237288135593
MB,Mushroom Body,high_degree,0.8500000000000001,0.7591973244147158,0.02754237288135593
MB,Mushroom Body,high_degree,0.9,0.6555183946488294,0.02754237288135593
MB,Mushroom Body,high_degree,0.9500000000000001,0.4414715719063545,0.02754237288135593
MB,Mushroom Body,high_degree,1.0,0.0016722408026755853,0.02754237288135593
MB,Mushroom Body,low_degree,0.0,1.0,0.02754237288135593
MB,Mushroom Body,low_degree,0.05,1.0,0.02754237288135593
MB,Mushroom Body,low_degree,0.1,1.0,0.02754237288135593
MB,Mushroom Body,low_degree,0.15000000000000002,1.0,0.02754237288135593
MB,Mushroom Body,low_degree,0.2,1.0,0.02754237288135593
MB,Mushroom Body,low_degree,0.25,1.0,0.02754237288135593
MB,Mushroom Body,low_degree,0.30000000000000004,1.0,0.02754237288135593
MB,Mushroom Body,low_degree,0.35000000000000003,0.9983277591973244,0.02754237288135593
MB,Mushroom Body,low_degree,0.4,0.9949832775919732,0.02754237288135593
MB,Mushroom Body,low_degree,0.45,0.9949832775919732,0.02754237288135593
MB,Mushroom Body,low_degree,0.5,0.9933110367892977,0.02754237288135593
MB,Mushroom Body,low_degree,0.55,0.9849498327759197,0.02754237288135593
MB,Mushroom Body,low_degree,0.6000000000000001,0.9782608695652174,0.02754237288135593
MB,Mushroom Body,low_degree,0.65,0.9682274247491639,0.02754237288135593
MB,Mushroom Body,low_degree,0.7000000000000001,0.9548494983277592,0.02754237288135593
MB,Mushroom Body,low_degree,0.75,0.939799331103679,0.02754237288135593
MB,Mushroom Body,low_degree,0.8,0.9080267558528428,0.02754237288135593
MB,Mushroom Body,low_degree,0.8500000000000001,0.8712374581939799,0.02754237288135593
MB,Mushroom Body,low_degree,0.9,0.8076923076923077,0.02754237288135593
MB,Mushroom Body,low_degree,0.9500000000000001,0.6655518394648829,0.02754237288135593
MB,Mushroom Body,low_degree,1.0,0.0016722408026755853,0.02754237288135593
LH,Lateral Horn,random,0.0,1.0,0.02031145693117524
LH,Lateral Horn,random,0.05,0.9947737068965518,0.02031145693117524
LH,Lateral Horn,random,0.1,0.9890086206896551,0.02031145693117524
LH,Lateral Horn,random,0.15000000000000002,0.9827586206896551,0.02031145693117524
LH,Lateral Horn,random,0.2,0.9771012931034482,0.02031145693117524
LH,Lateral Horn,random,0.25,0.9700969827586207,0.02031145693117524
LH,Lateral Horn,random,0.30000000000000004,0.9622844827586207,0.02031145693117524
LH,Lateral Horn,random,0.35000000000000003,0.9545797413793103,0.02031145693117524
LH,Lateral Horn,random,0.4,0.9470366379310345,0.02031145693117524
LH,Lateral Horn,random,0.45,0.9385775862068966,0.02031145693117524
LH,Lateral Horn,random,0.5,0.9298491379310345,0.02031145693117524
LH,Lateral Horn,random,0.55,0.9197737068965518,0.02031145693117524
LH,Lateral Horn,random,0.6000000000000001,0.9101293103448276,0.02031145693117524
LH,Lateral Horn,random,0.65,0.9008620689655172,0.02031145693117524
LH,Lateral Horn,random,0.7000000000000001,0.890301724137931,0.02031145693117524
LH,Lateral Horn,random,0.75,0.8776939655172413,0.02031145693117524
LH,Lateral Horn,random,0.8,0.8635237068965518,0.02031145693117524
LH,Lateral Horn,random,0.8500000000000001,0.8443965517241379,0.02031145693117524
LH,Lateral Horn,random,0.9,0.807489224137931,0.02031145693117524
LH,Lateral Horn,random,0.9500000000000001,0.6933189655172414,0.02031145693117524
LH,Lateral Horn,random,1.0,0.00026939655172413793,0.02031145693117524
LH,Lateral Horn,high_degree,0.0,1.0,0.02031145693117524
LH,Lateral Horn,high_degree,0.05,0.9973060344827587,0.02031145693117524
LH,Lateral Horn,high_degree,0.1,0.9954202586206896,0.02031145693117524
LH,Lateral Horn,high_degree,0.15000000000000002,0.994073275862069,0.02031145693117524
LH,Lateral Horn,high_degree,0.2,0.9873383620689655,0.02031145693117524
LH,Lateral Horn,high_degree,0.25,0.9846443965517241,0.02031145693117524
LH,Lateral Horn,high_degree,0.30000000000000004,0.9779094827586207,0.02031145693117524
LH,Lateral Horn,high_degree,0.35000000000000003,0.9719827586206896,0.02031145693117524
LH,Lateral Horn,high_degree,0.4,0.9601293103448276,0.02031145693117524
LH,Lateral Horn,high_degree,0.45,0.9431573275862069,0.02031145693117524
LH,Lateral Horn,high_degree,0.5,0.9345366379310345,0.02031145693117524
LH,Lateral Horn,high_degree,0.55,0.9181034482758621,0.02031145693117524
LH,Lateral Horn,high_degree,0.6000000000000001,0.9065193965517241,0.02031145693117524
LH,Lateral Horn,high_degree,0.65,0.8919719827586207,0.02031145693117524
LH,Lateral Horn,high_degree,0.7000000000000001,0.8631465517241379,0.02031145693117524
LH,Lateral Horn,high_degree,0.75,0.8429418103448276,0.02031145693117524
LH,Lateral Horn,high_degree,0.8,0.8052262931034483,0.02031145693117524
LH,Lateral Horn,high_degree,0.8500000000000001,0.7537715517241379,0.02031145693117524
LH,Lateral Horn,high_degree,0.9,0.6689116379310345,0.02031145693117524
LH,Lateral Horn,high_degree,0.9500000000000001,0.5150862068965517,0.02031145693117524
LH,Lateral Horn,high_degree,1.0,0.00026939655172413793,0.02031145693117524
LH,Lateral Horn,low_degree,0.0,1.0,0.02031145693117524
LH,Lateral Horn,low_degree,0.05,0.9644396551724138,0.02031145693117524
LH,Lateral Horn,low_degree,0.1,0.9485452586206896,0.02031145693117524
LH,Lateral Horn,low_degree,0.15000000000000002,0.9410021551724138,0.02031145693117524
LH,Lateral Horn,low_degree,0.2,0.9267241379310345,0.02031145693117524
LH,Lateral Horn,low_degree,0.25,0.9162176724137931,0.02031145693117524
LH,Lateral Horn,low_degree,0.30000000000000004,0.908135775862069,0.02031145693117524
LH,Lateral Horn,low_degree,0.35000000000000003,0.8968211206896551,0.02031145693117524
LH,Lateral Horn,low_degree,0.4,0.8882004310344828,0.02031145693117524
LH,Lateral Horn,low_degree,0.45,0.8782327586206896,0.02031145693117524
LH,Lateral Horn,low_degree,0.5,0.8704202586206896,0.02031145693117524
LH,Lateral Horn,low_degree,0.55,0.8585668103448276,0.02031145693117524
LH,Lateral Horn,low_degree,0.6000000000000001,0.8353987068965517,0.02031145693117524
LH,Lateral Horn,low_degree,0.65,0.8111530172413793,0.02031145693117524
LH,Lateral Horn,low_degree,0.7000000000000001,0.7963362068965517,0.02031145693117524
LH,Lateral Horn,low_degree,0.75,0.7780172413793104,0.02031145693117524
LH,Lateral Horn,low_degree,0.8,0.7575431034482759,0.02031145693117524
LH,Lateral Horn,low_degree,0.8500000000000001,0.6958512931034483,0.02031145693117524
LH,Lateral Horn,low_degree,0.9,0.6363146551724138,0.02031145693117524
LH,Lateral Horn,low_degree,0.9500000000000001,0.48248922413793105,0.02031145693117524
LH,Lateral Horn,low_degree,1.0,0.00026939655172413793,0.02031145693117524
AL,Antennal Lobe,random,0.0,1.0,0.06312151346107203
AL,Antennal Lobe,random,0.05,0.9903938520653218,0.06312151346107203
AL,Antennal Lobe,random,0.1,0.9834774255523534,0.06312151346107203
AL,Antennal Lobe,random,0.15000000000000002,0.9740634005763689,0.06312151346107203
AL,Antennal Lobe,random,0.2,0.9673390970220941,0.06312151346107203
AL,Antennal Lobe,random,0.25,0.9538904899135447,0.06312151346107203
AL,Antennal Lobe,random,0.30000000000000004,0.9462055715658021,0.06312151346107203
AL,Antennal Lobe,random,0.35000000000000003,0.9316042267050912,0.06312151346107203
AL,Antennal Lobe,random,0.4,0.914505283381364,0.06312151346107203
AL,Antennal Lobe,random,0.45,0.9039385206532181,0.06312151346107203
AL,Antennal Lobe,random,0.5,0.8899135446685879,0.06312151346107203
AL,Antennal Lobe,random,0.55,0.8724303554274735,0.06312151346107203
AL,Antennal Lobe,random,0.6000000000000001,0.8397694524495677,0.06312151346107203
AL,Antennal Lobe,random,0.65,0.8136407300672431,0.06312151346107203
AL,Antennal Lobe,random,0.7000000000000001,0.7823246878001922,0.06312151346107203
AL,Antennal Lobe,random,0.75,0.7375600384245917,0.06312151346107203
AL,Antennal Lobe,random,0.8,0.6883765609990393,0.06312151346107203
AL,Antennal Lobe,random,0.8500000000000001,0.619788664745437,0.06312151346107203
AL,Antennal Lobe,random,0.9,0.49394812680115274,0.06312151346107203
AL,Antennal Lobe,random,0.9500000000000001,0.2457252641690682,0.06312151346107203
AL,Antennal Lobe,random,1.0,0.0009606147934678193,0.06312151346107203
AL,Antennal Lobe,high_degree,0.0,1.0,0.06312151346107203
AL,Antennal Lobe,high_degree,0.05,1.0,0.06312151346107203
AL,Antennal Lobe,high_degree,0.1,0.9923150816522575,0.06312151346107203
AL,Antennal Lobe,high_degree,0.15000000000000002,0.8059558117195005,0.06312151346107203
AL,Antennal Lobe,high_degree,0.2,0.8021133525456292,0.06312151346107203
AL,Antennal Lobe,high_degree,0.25,0.7704130643611912,0.06312151346107203
AL,Antennal Lobe,high_degree,0.30000000000000004,0.7627281460134486,0.06312151346107203
AL,Antennal Lobe,high_degree,0.35000000000000003,0.7617675312199808,0.06312151346107203
AL,Antennal Lobe,high_degree,0.4,0.7540826128722382,0.06312151346107203
AL,Antennal Lobe,high_degree,0.45,0.7329490874159462,0.06312151346107203
AL,Antennal Lobe,high_degree,0.5,0.7185398655139289,0.06312151346107203
AL,Antennal Lobe,high_degree,0.55,0.6945244956772334,0.06312151346107203
AL,Antennal Lobe,high_degree,0.6000000000000001,0.6484149855907781,0.06312151346107203
AL,Antennal Lobe,high_degree,0.65,0.6023054755043228,0.06312151346107203
AL,Antennal Lobe,high_degree,0.7000000000000001,0.4265129682997118,0.06312151346107203
AL,Antennal Lobe,high_degree,0.75,0.3804034582132565,0.06312151346107203
AL,Antennal Lobe,high_degree,0.8,0.26993275696445723,0.06312151346107203
AL,Antennal Lobe,high_degree,0.8500000000000001,0.23150816522574447,0.06312151346107203
AL,Antennal Lobe,high_degree,0.9,0.14121037463976946,0.06312151346107203
AL,Antennal Lobe,high_degree,0.9500000000000001,0.06051873198847262,0.06312151346107203
AL,Antennal Lobe,high_degree,1.0,0.0009606147934678194,0.06312151346107203
AL,Antennal Lobe,low_degree,0.0,1.0,0.06312151346107203
AL,Antennal Lobe,low_degree,0.05,0.8587896253602305,0.06312151346107203
AL,Antennal Lobe,low_degree,0.1,0.8318924111431316,0.06312151346107203
AL,Antennal Lobe,low_degree,0.15000000000000002,0.8222862632084534,0.06312151346107203
AL,Antennal Lobe,low_degree,0.2,0.8155619596541787,0.06312151346107203
AL,Antennal Lobe,low_degree,0.25,0.8097982708933718,0.06312151346107203
AL,Antennal Lobe,low_degree,0.30000000000000004,0.8059558117195005,0.06312151346107203
AL,Antennal Lobe,low_degree,0.35000000000000003,0.8001921229586936,0.06312151346107203
AL,Antennal Lobe,low_degree,0.4,0.7953890489913544,0.06312151346107203
AL,Antennal Lobe,low_degree,0.45,0.7934678194044188,0.06312151346107203
AL,Antennal Lobe,low_degree,0.5,0.7800192122958693,0.06312151346107203
AL,Antennal Lobe,low_degree,0.55,0.7723342939481268,0.06312151346107203
AL,Antennal Lobe,low_degree,0.6000000000000001,0.7521613832853026,0.06312151346107203
AL,Antennal Lobe,low_degree,0.65,0.7146974063400576,0.06312151346107203
AL,Antennal Lobe,low_degree,0.7000000000000001,0.7050912584053795,0.06312151346107203
AL,Antennal Lobe,low_degree,0.75,0.69164265129683,0.06312151346107203
AL,Antennal Lobe,low_degree,0.8,0.6580211335254563,0.06312151346107203
AL,Antennal Lobe,low_degree,0.8500000000000001,0.6320845341018252,0.06312151346107203
AL,Antennal Lobe,low_degree,0.9,0.4658981748318924,0.06312151346107203
AL,Antennal Lobe,low_degree,0.9500000000000001,0.3813640730067243,0.06312151346107203
AL,Antennal Lobe,low_degree,1.0,0.0009606147934678194,0.06312151346107203
