,region,model_type,is_directed,num_nodes,num_edges,density,is_connected,avg_degree,median_degree,max_degree,transitivity,avg_clustering,avg_shortest_path,diameter,global_efficiency,processing_time_sec
0,FB,original,True,4366,172671,0.009060484562843465,True,65.15208428767751,32.0,886,0.2431173852536039,0.31980531935777906,2.95367850814295,8,0.36785937039541816,124.28968501091003
1,FB,configuration_model,False,4366,160859,0.016881358031104667,True,73.68712780577188,34.5,879,0.1163648259603151,0.09836168896678932,2.738204253528384,6,0.39383262690287507,117.26063585281372
