Region,Region_Name,Region_Type,Seed,Strategy,Fraction_Removed,LCC_Size,Percolation_Threshold
EB,Ellipsoid Body,Original,N/A,random,0.0,1.0,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.01,0.9985948477751757,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.02,0.9957845433255269,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.03,0.9941451990632318,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.04,0.9918032786885245,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.05,0.9903981264637002,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.06,0.9885245901639343,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.07,0.9864168618266979,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.08,0.9850117096018736,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.09,0.9810304449648711,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.1,0.9782201405152225,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.11,0.9754098360655737,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.12,0.9735362997658079,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.13,0.9714285714285713,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.14,0.969086651053864,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.15,0.9669789227166277,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.16,0.9644028103044496,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.17,0.9629976580796253,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.18,0.9613583138173303,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.19,0.9587822014051521,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.2,0.955503512880562,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.21,0.9531615925058547,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.22,0.9524590163934427,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.23,0.9517564402810305,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.24,0.9503512880562062,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.25,0.9466042154566745,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.26,0.9449648711943794,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.27,0.9428571428571428,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.28,0.9402810304449648,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.29,0.9374707259953162,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.3,0.9344262295081969,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.31,0.9292740046838407,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.32,0.9266978922716629,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.33,0.9238875878220141,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.34,0.9217798594847775,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.35000000000000003,0.9194379391100703,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.36,0.9168618266978923,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.37,0.9149882903981265,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.38,0.9133489461358314,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.39,0.9114754098360656,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.4,0.9088992974238875,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.41000000000000003,0.9065573770491803,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.42,0.9039812646370023,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.43,0.9004683840749415,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.44,0.8981264637002342,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.45,0.8939110070257611,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.46,0.890632318501171,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.47000000000000003,0.8878220140515222,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.48,0.884543325526932,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.49,0.8793911007025761,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.5,0.8763466042154567,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.51,0.8730679156908664,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.52,0.8688524590163935,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.53,0.8644028103044497,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.54,0.8601873536299764,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.55,0.8571428571428571,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.56,0.852927400468384,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.5700000000000001,0.8482435597189696,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.58,0.8440281030444965,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.59,0.8414519906323186,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.6,0.8374707259953162,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.61,0.831615925058548,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.62,0.8278688524590164,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.63,0.823185011709602,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.64,0.8168618266978923,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.65,0.8133489461358314,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.66,0.8105386416861826,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.67,0.8051522248243559,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.68,0.7990632318501171,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.6900000000000001,0.7932084309133489,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.7000000000000001,0.7873536299765809,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.71,0.7824355971896956,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.72,0.7768149882903981,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.73,0.7714285714285714,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.74,0.7679156908665105,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.75,0.7634660421545667,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.76,0.7587822014051523,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.77,0.753864168618267,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.78,0.7459016393442622,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.79,0.7386416861826698,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.8,0.734192037470726,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.81,0.7266978922716628,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.8200000000000001,0.7206088992974239,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.8300000000000001,0.714519906323185,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.84,0.7088992974238876,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.85,0.7009367681498829,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.86,0.692271662763466,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.87,0.6833723653395785,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.88,0.6735362997658079,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.89,0.6653395784543326,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.9,0.6557377049180328,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.91,0.6437939110070258,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.92,0.6259953161592506,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.93,0.6086651053864169,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.9400000000000001,0.5950819672131147,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.9500000000000001,0.5765807962529274,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.96,0.5515222482435597,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.97,0.5187353629976581,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.98,0.4548009367681499,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,0.99,0.2711943793911007,0.005816827701630643
EB,Ellipsoid Body,Original,N/A,random,1.0,0.00117096018735363,0.005816827701630643
