,region,model_type,is_directed,num_nodes,num_edges,density,is_connected,avg_degree,median_degree,max_degree,transitivity,avg_clustering,avg_shortest_path,diameter,global_efficiency,processing_time_sec
0,MB,original,True,598,13171,0.03689293737360157,True,36.30769230769231,24.0,374,0.23890751172371777,0.4428243786431964,2.0972980846260287,4,0.5040881665856939,0.7938470840454102
1,MB,configuration_model,False,598,11368,0.06368520417023804,True,38.020066889632105,27.0,316,0.1769896506965655,0.21174790012029088,2.077937065483493,3,0.5082388904763396,0.5628259181976318
