Region,Region_Name,Region_Type,Seed,Strategy,Fraction_Removed,LCC_Size,Percolation_Threshold,Percolation_Type
MB_cm_123,Mushroom Body,Unscaled CM,123,random,0.8500000000000001,0.13812709030100334,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,random,0.9,0.08528428093645485,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,random,0.9500000000000001,0.03277591973244147,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,random,1.0,0.0,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,high_degree,0.0,1.0,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,high_degree,0.05,0.9515050167224081,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,high_degree,0.1,0.9013377926421404,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,high_degree,0.15000000000000002,0.8511705685618729,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,high_degree,0.2,0.8010033444816054,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,high_degree,0.25,0.7508361204013378,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,high_degree,0.30000000000000004,0.6956521739130435,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,high_degree,0.35000000000000003,0.6421404682274248,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,high_degree,0.4,0.5852842809364549,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,high_degree,0.45,0.5317725752508361,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,high_degree,0.5,0.46153846153846156,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,high_degree,0.55,0.3896321070234114,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,high_degree,0.6000000000000001,0.29431438127090304,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,high_degree,0.65,0.1688963210702341,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,high_degree,0.7000000000000001,0.04013377926421405,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,high_degree,0.75,0.015050167224080268,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,high_degree,0.8,0.013377926421404682,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,high_degree,0.8500000000000001,0.011705685618729096,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,high_degree,0.9,0.005016722408026756,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,high_degree,0.9500000000000001,0.0016722408026755853,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,high_degree,1.0,0.0,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,low_degree,0.0,1.0,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,low_degree,0.05,0.9515050167224081,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,low_degree,0.1,0.9013377926421404,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,low_degree,0.15000000000000002,0.8511705685618729,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,low_degree,0.2,0.8010033444816054,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,low_degree,0.25,0.7508361204013378,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,low_degree,0.30000000000000004,0.7006688963210702,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,low_degree,0.35000000000000003,0.6505016722408027,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,low_degree,0.4,0.6003344481605352,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,low_degree,0.45,0.5501672240802675,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,low_degree,0.5,0.5,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,low_degree,0.55,0.451505016722408,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,low_degree,0.6000000000000001,0.4013377926421405,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,low_degree,0.65,0.3511705685618729,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,low_degree,0.7000000000000001,0.3010033444816054,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,low_degree,0.75,0.2508361204013378,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,low_degree,0.8,0.20066889632107024,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,low_degree,0.8500000000000001,0.1505016722408027,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,low_degree,0.9,0.10033444816053512,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,low_degree,0.9500000000000001,0.05016722408026756,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,low_degree,1.0,0.0,0.014414708235838429,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,random,0.0,1.0,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,random,0.05,0.9377462207970682,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,random,0.1,0.8781951442968392,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,random,0.15000000000000002,0.8191479615208429,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,random,0.2,0.7594594594594595,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,random,0.25,0.7004122766834631,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,random,0.30000000000000004,0.6424644983967018,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,random,0.35000000000000003,0.5859825927622537,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,random,0.4,0.530554283096656,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,random,0.45,0.4751259734310582,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,random,0.5,0.4213925790196977,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,random,0.55,0.37086578103527257,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,random,0.6000000000000001,0.3212093449381585,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,random,0.65,0.27370590929912963,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,random,0.7000000000000001,0.226156665139716,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,random,0.75,0.18282180485570315,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,random,0.8,0.14090700870361889,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,random,0.8500000000000001,0.09986257443884562,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,random,0.9,0.061795693999083835,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,random,0.9500000000000001,0.02785158039395328,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,random,1.0,0.0,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,high_degree,0.0,1.0,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,high_degree,0.05,0.8776912505726066,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,high_degree,0.1,0.7794319743472286,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,high_degree,0.15000000000000002,0.6834631241410902,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,high_degree,0.2,0.5971140632157581,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,high_degree,0.25,0.5004580852038479,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,high_degree,0.30000000000000004,0.41594136509390744,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,high_degree,0.35000000000000003,0.3222629409070087,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,high_degree,0.4,0.22675217590471827,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,high_degree,0.45,0.10123683005038937,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,high_degree,0.5,0.002061383417315621,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,high_degree,0.55,0.0009161704076958314,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,high_degree,0.6000000000000001,0.0006871278057718735,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,high_degree,0.65,0.0006871278057718735,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,high_degree,0.7000000000000001,0.00022904260192395785,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,high_degree,0.75,0.00022904260192395785,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,high_degree,0.8,0.00022904260192395785,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,high_degree,0.8500000000000001,0.00022904260192395785,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,high_degree,0.9,0.00022904260192395785,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,high_degree,0.9500000000000001,0.00022904260192395785,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,high_degree,1.0,0.0,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,low_degree,0.0,1.0,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,low_degree,0.05,0.9500687127805771,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,low_degree,0.1,0.9001374255611544,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,low_degree,0.15000000000000002,0.8502061383417315,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,low_degree,0.2,0.8000458085203848,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,low_degree,0.25,0.750114521300962,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,low_degree,0.30000000000000004,0.7001832340815392,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,low_degree,0.35000000000000003,0.6500229042601924,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,low_degree,0.4,0.6000916170407696,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,low_degree,0.45,0.5501603298213468,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,low_degree,0.5,0.5,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,low_degree,0.55,0.4500687127805772,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,low_degree,0.6000000000000001,0.4001374255611544,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,low_degree,0.65,0.3502061383417316,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,low_degree,0.7000000000000001,0.3000458085203848,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,low_degree,0.75,0.25011452130096196,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,low_degree,0.8,0.20018323408153918,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,low_degree,0.8500000000000001,0.1500229042601924,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,low_degree,0.9,0.10009161704076959,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,low_degree,0.9500000000000001,0.05016032982134677,0.005029076261705391,Node
FB_cm_42,Fan-shaped Body,Unscaled CM,42,low_degree,1.0,0.0,0.005029076261705391,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,random,0.0,1.0,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,random,0.05,0.937562986715529,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,random,0.1,0.8759505267979844,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,random,0.15000000000000002,0.8144754924415942,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,random,0.2,0.7556115437471369,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,random,0.25,0.6971140632157582,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,random,0.30000000000000004,0.6401282638570774,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,random,0.35000000000000003,0.5843792945487861,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,random,0.4,0.5290426019239579,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,random,0.45,0.47553825011452133,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,random,0.5,0.4216216216216216,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,random,0.55,0.37068254695373337,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,random,0.6000000000000001,0.32061383417315625,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,random,0.65,0.27301878149335773,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,random,0.7000000000000001,0.22556115437471372,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,random,0.75,0.18282180485570315,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,random,0.8,0.14218964727439304,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,random,0.8500000000000001,0.10064131928538708,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,random,0.9,0.061978928080623,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,random,0.9500000000000001,0.027759963353183693,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,random,1.0,0.0,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,high_degree,0.0,1.0,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,high_degree,0.05,0.8822721026110857,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,high_degree,0.1,0.7798900595510765,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,high_degree,0.15000000000000002,0.6866697205680257,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,high_degree,0.2,0.5913879981676592,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,high_degree,0.25,0.5006871278057718,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,high_degree,0.30000000000000004,0.41548327989005956,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,high_degree,0.35000000000000003,0.32707283554741184,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,high_degree,0.4,0.23224919835089328,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,high_degree,0.45,0.11314704535043518,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,high_degree,0.5,0.002061383417315621,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,high_degree,0.55,0.0006871278057718735,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,high_degree,0.6000000000000001,0.0004580852038479157,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,high_degree,0.65,0.0004580852038479157,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,high_degree,0.7000000000000001,0.0004580852038479157,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,high_degree,0.75,0.0004580852038479157,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,high_degree,0.8,0.00022904260192395785,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,high_degree,0.8500000000000001,0.00022904260192395785,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,high_degree,0.9,0.00022904260192395785,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,high_degree,0.9500000000000001,0.00022904260192395785,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,high_degree,1.0,0.0,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,low_degree,0.0,1.0,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,low_degree,0.05,0.9500687127805771,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,low_degree,0.1,0.9001374255611544,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,low_degree,0.15000000000000002,0.8502061383417315,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,low_degree,0.2,0.8000458085203848,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,low_degree,0.25,0.750114521300962,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,low_degree,0.30000000000000004,0.7001832340815392,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,low_degree,0.35000000000000003,0.6500229042601924,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,low_degree,0.4,0.6000916170407696,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,low_degree,0.45,0.5501603298213468,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,low_degree,0.5,0.5,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,low_degree,0.55,0.4500687127805772,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,low_degree,0.6000000000000001,0.4001374255611544,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,low_degree,0.65,0.3502061383417316,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,low_degree,0.7000000000000001,0.3000458085203848,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,low_degree,0.75,0.25011452130096196,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,low_degree,0.8,0.20018323408153918,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,low_degree,0.8500000000000001,0.1500229042601924,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,low_degree,0.9,0.10009161704076959,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,low_degree,0.9500000000000001,0.05016032982134677,0.005036683225473665,Node
FB_cm_123,Fan-shaped Body,Unscaled CM,123,low_degree,1.0,0.0,0.005036683225473665,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,random,0.0,1.0,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,random,0.05,0.9426229508196722,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,random,0.1,0.8824355971896954,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,random,0.15000000000000002,0.8229508196721312,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,random,0.2,0.7653395784543325,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,random,0.25,0.7051522248243559,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,random,0.30000000000000004,0.651288056206089,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,random,0.35000000000000003,0.5967213114754099,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,random,0.4,0.5426229508196722,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,random,0.45,0.48805620608899297,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,random,0.5,0.4304449648711944,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,random,0.55,0.3800936768149883,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,random,0.6000000000000001,0.3283372365339578,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,random,0.65,0.28290398126463695,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,random,0.7000000000000001,0.23653395784543324,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,random,0.75,0.1920374707259953,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,random,0.8,0.14613583138173303,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,random,0.8500000000000001,0.10468384074941453,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,random,0.9,0.0667447306791569,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,random,0.9500000000000001,0.028805620608899296,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,random,1.0,0.0,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,high_degree,0.0,1.0,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,high_degree,0.05,0.905152224824356,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,high_degree,0.1,0.8138173302107728,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,high_degree,0.15000000000000002,0.7306791569086651,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,high_degree,0.2,0.6475409836065574,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,high_degree,0.25,0.5679156908665105,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,high_degree,0.30000000000000004,0.4718969555035129,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,high_degree,0.35000000000000003,0.39344262295081966,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,high_degree,0.4,0.2962529274004684,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,high_degree,0.45,0.18149882903981265,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,high_degree,0.5,0.01053864168618267,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,high_degree,0.55,0.00351288056206089,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,high_degree,0.6000000000000001,0.00351288056206089,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,high_degree,0.65,0.00234192037470726,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,high_degree,0.7000000000000001,0.00234192037470726,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,high_degree,0.75,0.00117096018735363,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,high_degree,0.8,0.00117096018735363,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,high_degree,0.8500000000000001,0.00117096018735363,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,high_degree,0.9,0.00117096018735363,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,high_degree,0.9500000000000001,0.00117096018735363,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,high_degree,1.0,0.0,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,low_degree,0.0,1.0,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,low_degree,0.05,0.9508196721311475,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,low_degree,0.1,0.9004683840749415,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,low_degree,0.15000000000000002,0.8501170960187353,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,low_degree,0.2,0.8009367681498829,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,low_degree,0.25,0.7505854800936768,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,low_degree,0.30000000000000004,0.7002341920374707,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,low_degree,0.35000000000000003,0.6510538641686182,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,low_degree,0.4,0.6007025761124122,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,low_degree,0.45,0.550351288056206,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,low_degree,0.5,0.5,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,low_degree,0.55,0.45081967213114754,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,low_degree,0.6000000000000001,0.40046838407494145,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,low_degree,0.65,0.35011709601873536,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,low_degree,0.7000000000000001,0.3009367681498829,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,low_degree,0.75,0.2505854800936768,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,low_degree,0.8,0.20023419203747073,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,low_degree,0.8500000000000001,0.15105386416861827,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,low_degree,0.9,0.10070257611241218,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,low_degree,0.9500000000000001,0.05035128805620609,0.00620084110437869,Node
EB_cm_42,Ellipsoid Body,Unscaled CM,42,low_degree,1.0,0.0,0.00620084110437869,Node
EB_cm_123,Ellipsoid Body,Unscaled CM,123,random,0.0,1.0,0.006203835105019756,Node
EB_cm_123,Ellipsoid Body,Unscaled CM,123,random,0.05,0.9423887587822014,0.006203835105019756,Node
EB_cm_123,Ellipsoid Body,Unscaled CM,123,random,0.1,0.8831381733021078,0.006203835105019756,Node
EB_cm_123,Ellipsoid Body,Unscaled CM,123,random,0.15000000000000002,0.8264637002341921,0.006203835105019756,Node
EB_cm_123,Ellipsoid Body,Unscaled CM,123,random,0.2,0.7690866510538641,0.006203835105019756,Node
EB_cm_123,Ellipsoid Body,Unscaled CM,123,random,0.25,0.7110070257611241,0.006203835105019756,Node
