Region,Region_Name,Region_Type,Seed,Strategy,Fraction_Removed,LCC_Size,Percolation_Threshold,Percolation_Type
EB,Ellipsoid Body,Original,N/A,high_degree,0.55,0.09133489461358314,0.005816827701630643,Node
EB,Ellipsoid Body,Original,N/A,high_degree,0.6000000000000001,0.01873536299765808,0.005816827701630643,Node
EB,Ellipsoid Body,Original,N/A,high_degree,0.65,0.00585480093676815,0.005816827701630643,Node
EB,Ellipsoid Body,Original,N/A,high_degree,0.7000000000000001,0.00234192037470726,0.005816827701630643,Node
EB,Ellipsoid Body,Original,N/A,high_degree,0.75,0.00234192037470726,0.005816827701630643,Node
EB,Ellipsoid Body,Original,N/A,high_degree,0.8,0.00117096018735363,0.005816827701630643,Node
EB,Ellipsoid Body,Original,N/A,high_degree,0.8500000000000001,0.00117096018735363,0.005816827701630643,Node
EB,Ellipsoid Body,Original,N/A,high_degree,0.9,0.00117096018735363,0.005816827701630643,Node
EB,Ellipsoid Body,Original,N/A,high_degree,0.9500000000000001,0.00117096018735363,0.005816827701630643,Node
EB,Ellipsoid Body,Original,N/A,high_degree,1.0,0.0,0.005816827701630643,Node
EB,Ellipsoid Body,Original,N/A,low_degree,0.0,1.0,0.005816827701630643,Node
EB,Ellipsoid Body,Original,N/A,low_degree,0.05,0.9508196721311475,0.005816827701630643,Node
EB,Ellipsoid Body,Original,N/A,low_degree,0.1,0.9004683840749415,0.005816827701630643,Node
EB,Ellipsoid Body,Original,N/A,low_degree,0.15000000000000002,0.8501170960187353,0.005816827701630643,Node
EB,Ellipsoid Body,Original,N/A,low_degree,0.2,0.8009367681498829,0.005816827701630643,Node
EB,Ellipsoid Body,Original,N/A,low_degree,0.25,0.7505854800936768,0.005816827701630643,Node
EB,Ellipsoid Body,Original,N/A,low_degree,0.30000000000000004,0.7002341920374707,0.005816827701630643,Node
EB,Ellipsoid Body,Original,N/A,low_degree,0.35000000000000003,0.6510538641686182,0.005816827701630643,Node
EB,Ellipsoid Body,Original,N/A,low_degree,0.4,0.6007025761124122,0.005816827701630643,Node
EB,Ellipsoid Body,Original,N/A,low_degree,0.45,0.550351288056206,0.005816827701630643,Node
EB,Ellipsoid Body,Original,N/A,low_degree,0.5,0.5,0.005816827701630643,Node
EB,Ellipsoid Body,Original,N/A,low_degree,0.55,0.45081967213114754,0.005816827701630643,Node
EB,Ellipsoid Body,Original,N/A,low_degree,0.6000000000000001,0.40046838407494145,0.005816827701630643,Node
EB,Ellipsoid Body,Original,N/A,low_degree,0.65,0.35011709601873536,0.005816827701630643,Node
EB,Ellipsoid Body,Original,N/A,low_degree,0.7000000000000001,0.3009367681498829,0.005816827701630643,Node
EB,Ellipsoid Body,Original,N/A,low_degree,0.75,0.2505854800936768,0.005816827701630643,Node
EB,Ellipsoid Body,Original,N/A,low_degree,0.8,0.20023419203747073,0.005816827701630643,Node
EB,Ellipsoid Body,Original,N/A,low_degree,0.8500000000000001,0.15105386416861827,0.005816827701630643,Node
EB,Ellipsoid Body,Original,N/A,low_degree,0.9,0.10070257611241218,0.005816827701630643,Node
EB,Ellipsoid Body,Original,N/A,low_degree,0.9500000000000001,0.05035128805620609,0.005816827701630643,Node
EB,Ellipsoid Body,Original,N/A,low_degree,1.0,0.0,0.005816827701630643,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,random,0.0,1.0,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,random,0.05,0.9515050167224081,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,random,0.1,0.9013377926421404,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,random,0.15000000000000002,0.8511705685618729,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,random,0.2,0.8010033444816054,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,random,0.25,0.7508361204013378,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,random,0.30000000000000004,0.7006688963210702,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,random,0.35000000000000003,0.6505016722408027,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,random,0.4,0.6003344481605352,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,random,0.45,0.5501672240802675,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,random,0.5,0.5,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,random,0.55,0.4511705685618729,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,random,0.6000000000000001,0.4006688963210703,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,random,0.65,0.35050167224080264,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,random,0.7000000000000001,0.3,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,random,0.75,0.2488294314381271,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,random,0.8,0.19498327759197326,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,random,0.8500000000000001,0.14214046822742474,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,random,0.9,0.08561872909698996,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,random,0.9500000000000001,0.033779264214046825,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,random,1.0,0.0,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,high_degree,0.0,1.0,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,high_degree,0.05,0.9515050167224081,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,high_degree,0.1,0.9013377926421404,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,high_degree,0.15000000000000002,0.8511705685618729,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,high_degree,0.2,0.7993311036789298,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,high_degree,0.25,0.745819397993311,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,high_degree,0.30000000000000004,0.6939799331103679,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,high_degree,0.35000000000000003,0.6421404682274248,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,high_degree,0.4,0.5869565217391305,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,high_degree,0.45,0.5267558528428093,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,high_degree,0.5,0.47324414715719065,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,high_degree,0.55,0.3896321070234114,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,high_degree,0.6000000000000001,0.31605351170568563,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,high_degree,0.65,0.18729096989966554,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,high_degree,0.7000000000000001,0.05351170568561873,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,high_degree,0.75,0.030100334448160536,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,high_degree,0.8,0.006688963210702341,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,high_degree,0.8500000000000001,0.0033444816053511705,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,high_degree,0.9,0.0033444816053511705,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,high_degree,0.9500000000000001,0.0033444816053511705,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,high_degree,1.0,0.0,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,low_degree,0.0,1.0,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,low_degree,0.05,0.9515050167224081,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,low_degree,0.1,0.9013377926421404,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,low_degree,0.15000000000000002,0.8511705685618729,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,low_degree,0.2,0.8010033444816054,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,low_degree,0.25,0.7508361204013378,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,low_degree,0.30000000000000004,0.7006688963210702,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,low_degree,0.35000000000000003,0.6505016722408027,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,low_degree,0.4,0.6003344481605352,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,low_degree,0.45,0.5501672240802675,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,low_degree,0.5,0.5,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,low_degree,0.55,0.451505016722408,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,low_degree,0.6000000000000001,0.4013377926421405,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,low_degree,0.65,0.3511705685618729,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,low_degree,0.7000000000000001,0.3010033444816054,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,low_degree,0.75,0.2508361204013378,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,low_degree,0.8,0.20066889632107024,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,low_degree,0.8500000000000001,0.1505016722408027,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,low_degree,0.9,0.10033444816053512,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,low_degree,0.9500000000000001,0.05016722408026756,0.014519352339002407,Node
MB_cm_42,Mushroom Body,Unscaled CM,42,low_degree,1.0,0.0,0.014519352339002407,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,random,0.0,1.0,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,random,0.05,0.9515050167224081,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,random,0.1,0.9013377926421404,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,random,0.15000000000000002,0.8511705685618729,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,random,0.2,0.8010033444816054,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,random,0.25,0.7508361204013378,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,random,0.30000000000000004,0.7006688963210702,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,random,0.35000000000000003,0.6505016722408027,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,random,0.4,0.6003344481605352,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,random,0.45,0.5501672240802675,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,random,0.5,0.5,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,random,0.55,0.45150501672240806,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,random,0.6000000000000001,0.4013377926421405,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,random,0.65,0.3494983277591973,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,random,0.7000000000000001,0.29866220735785953,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,random,0.75,0.2468227424749164,0.014414708235838429,Node
MB_cm_123,Mushroom Body,Unscaled CM,123,random,0.8,0.194314381270903,0.014414708235838429,Node
