,region,model_type,is_directed,num_nodes,num_edges,density,is_connected,avg_degree,median_degree,max_degree,transitivity,avg_clustering,avg_shortest_path,diameter,global_efficiency,processing_time_sec
0,LH,original,True,3712,100567,0.007300566698259601,True,49.2332974137931,37.0,925,0.11771250272905902,0.19961422969561,2.6625306927680055,6,0.4018624223424019,63.63520097732544
1,LH,configuration_model,False,3712,96019,0.01394081783885745,True,51.734375,39.0,862,0.06729560513531706,0.0689181629358138,2.535745750053429,6,0.42066170644250017,63.696779012680054
