,region,model_type,is_directed,num_nodes,num_edges,density,is_connected,avg_degree,median_degree,max_degree,transitivity,avg_clustering,avg_shortest_path,diameter,global_efficiency,processing_time_sec
0,AL,original,True,1041,10945,0.010109547033178156,True,15.842459173871278,12.0,420,0.18943579964205048,0.3642086076199397,3.1207899209340133,13,0.371532185797423,1.60335373878479
1,AL,configuration_model,False,1041,9900,0.018288627798714253,True,19.020172910662826,14.0,358,0.08572662128671235,0.12648534877696094,2.5952375674277692,5,0.4120530678061563,1.6924850940704346
