source,target,weight,roiInfo
953855039,486544396,10,"{""INP"": {""pre"": 5, ""post"": 5}, ""CRE(R)"": {""pre"": 5, ""post"": 5}, ""CRE(-ROB,-RUB)(R)"": {""pre"": 5, ""post"": 5}, ""SNP(R)"": {""pre"": 5, ""post"": 5}, ""SMP(R)"": {""pre"": 5, ""post"": 5}}"
953855039,1232038141,3,"{""LX(R)"": {""pre"": 3, ""post"": 3}, ""LAL(R)"": {""pre"": 3, ""post"": 3}, ""LAL(-GA)(R)"": {""pre"": 3, ""post"": 3}}"
953855039,1448591766,5,"{""LX(R)"": {""pre"": 5, ""post"": 5}, ""LAL(R)"": {""pre"": 5, ""post"": 5}, ""LAL(-GA)(R)"": {""pre"": 5, ""post"": 5}}"
953855039,1448929233,3,"{""LX(R)"": {""pre"": 3, ""post"": 3}, ""LAL(R)"": {""pre"": 3, ""post"": 3}, ""LAL(-GA)(R)"": {""pre"": 3, ""post"": 3}}"
953855039,1450318227,5,"{""LX(R)"": {""pre"": 5, ""post"": 5}, ""LAL(R)"": {""pre"": 5, ""post"": 5}, ""LAL(-GA)(R)"": {""pre"": 5, ""post"": 5}}"
953855039,1479626494,8,"{""LX(R)"": {""pre"": 8, ""post"": 8}, ""LAL(R)"": {""pre"": 8, ""post"": 8}, ""LAL(-GA)(R)"": {""pre"": 8, ""post"": 8}}"
953855039,1513363614,21,"{""LX(R)"": {""pre"": 21, ""post"": 21}, ""LAL(R)"": {""pre"": 21, ""post"": 21}, ""LAL(-GA)(R)"": {""pre"": 21, ""post"": 21}}"
953855039,1541359136,6,"{""LX(R)"": {""pre"": 6, ""post"": 6}, ""LAL(R)"": {""pre"": 6, ""post"": 6}, ""LAL(-GA)(R)"": {""pre"": 6, ""post"": 6}}"
953855039,1542033633,19,"{""LX(R)"": {""pre"": 19, ""post"": 19}, ""LAL(R)"": {""pre"": 19, ""post"": 19}, ""LAL(-GA)(R)"": {""pre"": 19, ""post"": 19}}"
956518968,730006122,5,"{""LX(R)"": {""pre"": 2, ""post"": 2}, ""LAL(R)"": {""pre"": 2, ""post"": 2}, ""LAL(-GA)(R)"": {""pre"": 2, ""post"": 2}, ""INP"": {""pre"": 3, ""post"": 3}, ""CRE(R)"": {""pre"": 3, ""post"": 3}, ""CRE(-ROB,-RUB)(R)"": {""pre"": 3, ""post"": 3}}"
956518968,987117151,11,"{""INP"": {""pre"": 7, ""post"": 7}, ""CRE(R)"": {""pre"": 7, ""post"": 7}, ""CRE(-ROB,-RUB)(R)"": {""pre"": 7, ""post"": 7}, ""LX(R)"": {""pre"": 2, ""post"": 2}, ""LAL(R)"": {""pre"": 2, ""post"": 2}, ""LAL(-GA)(R)"": {""pre"": 2, ""post"": 2}, ""VMNP"": {""pre"": 2, ""post"": 2}, ""VES(R)"": {""pre"": 2, ""post"": 2}}"
956518968,1069002537,3,"{""LX(R)"": {""pre"": 2, ""post"": 2}, ""LAL(R)"": {""pre"": 2, ""post"": 2}, ""LAL(-GA)(R)"": {""pre"": 2, ""post"": 2}, ""INP"": {""pre"": 1, ""post"": 1}, ""IB"": {""pre"": 1, ""post"": 1}}"
956518968,1138579549,13,"{""INP"": {""pre"": 7, ""post"": 7}, ""CRE(R)"": {""pre"": 7, ""post"": 7}, ""CRE(-ROB,-RUB)(R)"": {""pre"": 7, ""post"": 7}, ""LX(R)"": {""pre"": 6, ""post"": 6}, ""LAL(R)"": {""pre"": 6, ""post"": 6}, ""LAL(-GA)(R)"": {""pre"": 6, ""post"": 6}}"
956518968,1138587910,9,"{""INP"": {""pre"": 5, ""post"": 5}, ""CRE(R)"": {""pre"": 5, ""post"": 5}, ""CRE(-ROB,-RUB)(R)"": {""pre"": 5, ""post"": 5}, ""LX(R)"": {""pre"": 3, ""post"": 3}, ""LAL(R)"": {""pre"": 3, ""post"": 3}, ""LAL(-GA)(R)"": {""pre"": 3, ""post"": 3}, ""VMNP"": {""pre"": 1, ""post"": 1}, ""VES(R)"": {""pre"": 1, ""post"": 1}}"
956518968,1138915459,3,"{""LX(R)"": {""pre"": 3, ""post"": 3}, ""LAL(R)"": {""pre"": 3, ""post"": 3}, ""LAL(-GA)(R)"": {""pre"": 3, ""post"": 3}}"
956518968,1201296549,7,"{""VMNP"": {""pre"": 3, ""post"": 2}, ""SPS(R)"": {""pre"": 3, ""post"": 2}, ""INP"": {""pre"": 4, ""post"": 5}, ""IB"": {""pre"": 4, ""post"": 5}}"
956518968,1222233946,65,"{""VMNP"": {""pre"": 31, ""post"": 31}, ""SPS(R)"": {""pre"": 14, ""post"": 14}, ""INP"": {""pre"": 34, ""post"": 34}, ""IB"": {""pre"": 34, ""post"": 34}, ""SPS(L)"": {""pre"": 17, ""post"": 17}}"
956518968,1512707390,16,"{""INP"": {""pre"": 7, ""post"": 7}, ""IB"": {""pre"": 7, ""post"": 7}, ""VMNP"": {""pre"": 9, ""post"": 9}, ""SPS(R)"": {""pre"": 9, ""post"": 9}}"
956820684,455500416,4,"{""SNP(L)"": {""pre"": 2, ""post"": 2}, ""SMP(L)"": {""pre"": 2, ""post"": 2}, ""INP"": {""pre"": 2, ""post"": 2}, ""CRE(L)"": {""pre"": 2, ""post"": 2}, ""CRE(-RUB)(L)"": {""pre"": 2, ""post"": 2}}"
956820684,486544396,8,"{""SNP(R)"": {""pre"": 8, ""post"": 8}, ""SMP(R)"": {""pre"": 8, ""post"": 8}}"
956820684,1232038141,8,"{""LX(R)"": {""pre"": 8, ""post"": 8}, ""LAL(R)"": {""pre"": 8, ""post"": 8}, ""LAL(-GA)(R)"": {""pre"": 8, ""post"": 8}}"
956820684,1448591766,8,"{""LX(R)"": {""pre"": 7, ""post"": 8}, ""LAL(R)"": {""pre"": 7, ""post"": 8}, ""LAL(-GA)(R)"": {""pre"": 7, ""post"": 8}, ""VMNP"": {""pre"": 1}, ""VES(R)"": {""pre"": 1}}"
956820684,1479626494,5,"{""LX(R)"": {""pre"": 4, ""post"": 5}, ""LAL(R)"": {""pre"": 4, ""post"": 5}, ""LAL(-GA)(R)"": {""pre"": 4, ""post"": 5}, ""VMNP"": {""pre"": 1}, ""VES(R)"": {""pre"": 1}}"
956820684,1513363614,23,"{""LX(R)"": {""pre"": 21, ""post"": 21}, ""LAL(R)"": {""pre"": 21, ""post"": 21}, ""LAL(-GA)(R)"": {""pre"": 21, ""post"": 21}, ""INP"": {""pre"": 1, ""post"": 1}, ""CRE(R)"": {""pre"": 1, ""post"": 1}, ""CRE(-ROB,-RUB)(R)"": {""pre"": 1, ""post"": 1}, ""VMNP"": {""pre"": 1, ""post"": 1}, ""VES(R)"": {""pre"": 1, ""post"": 1}}"
956820684,1541359136,3,"{""LX(R)"": {""pre"": 3, ""post"": 3}, ""LAL(R)"": {""pre"": 3, ""post"": 3}, ""LAL(-GA)(R)"": {""pre"": 3, ""post"": 3}}"
956820684,1542033633,5,"{""LX(R)"": {""pre"": 5, ""post"": 5}, ""LAL(R)"": {""pre"": 5, ""post"": 5}, ""LAL(-GA)(R)"": {""pre"": 5, ""post"": 5}}"
957131025,926454306,3,"{""LX(R)"": {""pre"": 3, ""post"": 3}, ""LAL(R)"": {""pre"": 3, ""post"": 3}, ""LAL(-GA)(R)"": {""pre"": 3, ""post"": 3}}"
957131025,1069002537,3,"{""LX(R)"": {""pre"": 3, ""post"": 3}, ""LAL(R)"": {""pre"": 3, ""post"": 3}, ""LAL(-GA)(R)"": {""pre"": 3, ""post"": 3}}"
957131025,1231044615,13,"{""LX(R)"": {""pre"": 13, ""post"": 13}, ""LAL(R)"": {""pre"": 13, ""post"": 13}, ""LAL(-GA)(R)"": {""pre"": 13, ""post"": 13}}"
957131025,1268179590,6,"{""LX(R)"": {""pre"": 6, ""post"": 6}, ""LAL(R)"": {""pre"": 6, ""post"": 6}, ""LAL(-GA)(R)"": {""pre"": 6, ""post"": 6}}"
957131025,1268568859,135,"{""LX(R)"": {""pre"": 124, ""post"": 124}, ""LAL(R)"": {""pre"": 124, ""post"": 124}, ""LAL(-GA)(R)"": {""pre"": 124, ""post"": 124}, ""VMNP"": {""pre"": 4, ""post"": 4}, ""VES(R)"": {""pre"": 4, ""post"": 4}, ""INP"": {""pre"": 7, ""post"": 7}, ""CRE(R)"": {""pre"": 7, ""post"": 7}, ""CRE(-ROB,-RUB)(R)"": {""pre"": 7, ""post"": 7}}"
957131025,1437682133,3,"{""LX(R)"": {""pre"": 3, ""post"": 3}, ""LAL(R)"": {""pre"": 3, ""post"": 3}, ""LAL(-GA)(R)"": {""pre"": 3, ""post"": 3}}"
957131025,1448575109,25,"{""INP"": {""pre"": 2, ""post"": 2}, ""CRE(R)"": {""pre"": 2, ""post"": 2}, ""CRE(-ROB,-RUB)(R)"": {""pre"": 2, ""post"": 2}, ""LX(R)"": {""pre"": 23, ""post"": 23}, ""LAL(R)"": {""pre"": 23, ""post"": 23}, ""LAL(-GA)(R)"": {""pre"": 23, ""post"": 23}}"
957131025,1513363614,40,"{""LX(R)"": {""pre"": 39, ""post"": 39}, ""LAL(R)"": {""pre"": 39, ""post"": 39}, ""LAL(-GA)(R)"": {""pre"": 39, ""post"": 39}, ""INP"": {""pre"": 1, ""post"": 1}, ""CRE(R)"": {""pre"": 1, ""post"": 1}, ""CRE(-ROB,-RUB)(R)"": {""pre"": 1, ""post"": 1}}"
957131025,1541359136,5,"{""LX(R)"": {""pre"": 5, ""post"": 5}, ""LAL(R)"": {""pre"": 5, ""post"": 5}, ""LAL(-GA)(R)"": {""pre"": 5, ""post"": 5}}"
957131025,1542033633,22,"{""LX(R)"": {""pre"": 22, ""post"": 22}, ""LAL(R)"": {""pre"": 22, ""post"": 22}, ""LAL(-GA)(R)"": {""pre"": 22, ""post"": 22}}"
957131025,1598011458,5,"{""LX(R)"": {""pre"": 5, ""post"": 5}, ""LAL(R)"": {""pre"": 5, ""post"": 5}, ""LAL(-GA)(R)"": {""pre"": 5, ""post"": 5}}"
957131025,1603109870,3,"{""LX(R)"": {""pre"": 3, ""post"": 3}, ""LAL(R)"": {""pre"": 3, ""post"": 3}, ""LAL(-GA)(R)"": {""pre"": 3, ""post"": 3}}"
957131025,1667571719,3,"{""LX(R)"": {""pre"": 3, ""post"": 3}, ""LAL(R)"": {""pre"": 3, ""post"": 3}, ""LAL(-GA)(R)"": {""pre"": 3, ""post"": 3}}"
957131025,1667886676,4,"{""LX(R)"": {""pre"": 4, ""post"": 4}, ""LAL(R)"": {""pre"": 4, ""post"": 4}, ""LAL(-GA)(R)"": {""pre"": 4, ""post"": 4}}"
957131025,5812982711,3,"{""LX(R)"": {""pre"": 3, ""post"": 3}, ""LAL(R)"": {""pre"": 3, ""post"": 3}, ""LAL(-GA)(R)"": {""pre"": 3, ""post"": 3}}"
958197533,701345660,3,"{""INP"": {""pre"": 2, ""post"": 2}, ""CRE(R)"": {""pre"": 2, ""post"": 2}, ""CRE(-ROB,-RUB)(R)"": {""pre"": 2, ""post"": 2}, ""LX(R)"": {""pre"": 1, ""post"": 1}, ""LAL(R)"": {""pre"": 1, ""post"": 1}, ""LAL(-GA)(R)"": {""pre"": 1, ""post"": 1}}"
958197533,863698974,4,"{""SNP(R)"": {""pre"": 4, ""post"": 4}, ""SMP(R)"": {""pre"": 4, ""post"": 4}}"
958197533,1144761556,4,"{""INP"": {""pre"": 1, ""post"": 1}, ""CRE(R)"": {""pre"": 1, ""post"": 1}, ""CRE(-ROB,-RUB)(R)"": {""pre"": 1, ""post"": 1}, ""LX(R)"": {""pre"": 3, ""post"": 3}, ""LAL(R)"": {""pre"": 3, ""post"": 3}, ""LAL(-GA)(R)"": {""pre"": 3, ""post"": 3}}"
958197533,1292367728,5,"{""INP"": {""pre"": 1, ""post"": 1}, ""CRE(R)"": {""pre"": 1, ""post"": 1}, ""CRE(-ROB,-RUB)(R)"": {""pre"": 1, ""post"": 1}, ""LX(R)"": {""pre"": 4, ""post"": 4}, ""LAL(R)"": {""pre"": 4, ""post"": 4}, ""LAL(-GA)(R)"": {""pre"": 4, ""post"": 4}}"
958197533,1325133618,3,"{""INP"": {""pre"": 2, ""post"": 2}, ""CRE(R)"": {""pre"": 2, ""post"": 2}, ""CRE(-ROB,-RUB)(R)"": {""pre"": 2, ""post"": 2}, ""LX(R)"": {""pre"": 1, ""post"": 1}, ""LAL(R)"": {""pre"": 1, ""post"": 1}, ""LAL(-GA)(R)"": {""pre"": 1, ""post"": 1}}"
958197533,1479626494,4,"{""LX(R)"": {""pre"": 4, ""post"": 4}, ""LAL(R)"": {""pre"": 4, ""post"": 4}, ""LAL(-GA)(R)"": {""pre"": 4, ""post"": 4}}"
958197533,1512707390,6,"{""LX(R)"": {""pre"": 4, ""post"": 4}, ""LAL(R)"": {""pre"": 4, ""post"": 4}, ""LAL(-GA)(R)"": {""pre"": 4, ""post"": 4}, ""INP"": {""pre"": 2, ""post"": 2}, ""CRE(R)"": {""pre"": 2, ""post"": 2}, ""CRE(-ROB,-RUB)(R)"": {""pre"": 2, ""post"": 2}}"
958197533,1541359136,4,"{""LX(R)"": {""pre"": 4, ""post"": 4}, ""LAL(R)"": {""pre"": 4, ""post"": 4}, ""LAL(-GA)(R)"": {""pre"": 4, ""post"": 4}}"
958197533,1542033633,5,"{""LX(R)"": {""pre"": 5, ""post"": 5}, ""LAL(R)"": {""pre"": 5, ""post"": 5}, ""LAL(-GA)(R)"": {""pre"": 5, ""post"": 5}}"
958197533,1603109870,4,"{""LX(R)"": {""pre"": 4, ""post"": 4}, ""LAL(R)"": {""pre"": 4, ""post"": 4}, ""LAL(-GA)(R)"": {""pre"": 4, ""post"": 4}}"
958197533,1605181883,3,"{""LX(R)"": {""pre"": 3, ""post"": 3}, ""LAL(R)"": {""pre"": 3, ""post"": 3}, ""LAL(-GA)(R)"": {""pre"": 3, ""post"": 3}}"
958197533,1635833170,5,"{""LX(R)"": {""pre"": 5, ""post"": 5}, ""LAL(R)"": {""pre"": 5, ""post"": 5}, ""LAL(-GA)(R)"": {""pre"": 5, ""post"": 5}}"
958197533,1666561406,9,"{""LX(R)"": {""pre"": 7, ""post"": 7}, ""LAL(R)"": {""pre"": 7, ""post"": 7}, ""LAL(-GA)(R)"": {""pre"": 7, ""post"": 7}, ""VMNP"": {""pre"": 2, ""post"": 2}, ""VES(R)"": {""pre"": 2, ""post"": 2}}"
958197533,5812979148,19,"{""LX(R)"": {""pre"": 19, ""post"": 19}, ""LAL(R)"": {""pre"": 19, ""post"": 19}, ""LAL(-GA)(R)"": {""pre"": 19, ""post"": 19}}"
958197533,5812982711,7,"{""LX(R)"": {""pre"": 7, ""post"": 7}, ""LAL(R)"": {""pre"": 7, ""post"": 7}, ""LAL(-GA)(R)"": {""pre"": 7, ""post"": 7}}"
958197533,5813066838,3,"{""LX(R)"": {""pre"": 3, ""post"": 3}, ""LAL(R)"": {""pre"": 3, ""post"": 3}, ""LAL(-GA)(R)"": {""pre"": 3, ""post"": 3}}"
975197713,544038123,16,"{""INP"": {""pre"": 7, ""post"": 7}, ""CRE(R)"": {""pre"": 7, ""post"": 7}, ""CRE(-ROB,-RUB)(R)"": {""pre"": 7, ""post"": 7}, ""LX(R)"": {""pre"": 9, ""post"": 9}, ""LAL(R)"": {""pre"": 9, ""post"": 9}, ""LAL(-GA)(R)"": {""pre"": 9, ""post"": 9}}"
975197713,644788121,4,"{""INP"": {""pre"": 2, ""post"": 2}, ""CRE(R)"": {""pre"": 2, ""post"": 2}, ""CRE(-ROB,-RUB)(R)"": {""pre"": 2, ""post"": 2}, ""LX(R)"": {""pre"": 2, ""post"": 2}, ""LAL(R)"": {""pre"": 2, ""post"": 2}, ""LAL(-GA)(R)"": {""pre"": 2, ""post"": 2}}"
975197713,821418392,9,"{""LX(R)"": {""pre"": 7, ""post"": 8}, ""LAL(R)"": {""pre"": 7, ""post"": 8}, ""LAL(-GA)(R)"": {""pre"": 7, ""post"": 8}, ""INP"": {""pre"": 1, ""post"": 1}, ""CRE(R)"": {""pre"": 1, ""post"": 1}, ""CRE(-ROB,-RUB)(R)"": {""pre"": 1, ""post"": 1}, ""VMNP"": {""pre"": 1}, ""VES(R)"": {""pre"": 1}}"
975197713,944224077,30,"{""INP"": {""pre"": 13, ""post"": 13}, ""CRE(R)"": {""pre"": 13, ""post"": 13}, ""CRE(-ROB,-RUB)(R)"": {""pre"": 13, ""post"": 13}, ""LX(R)"": {""pre"": 16, ""post"": 17}, ""LAL(R)"": {""pre"": 16, ""post"": 17}, ""LAL(-GA)(R)"": {""pre"": 16, ""post"": 17}, ""VMNP"": {""pre"": 1}, ""VES(R)"": {""pre"": 1}}"
975197713,956518968,5,"{""LX(R)"": {""pre"": 5, ""post"": 5}, ""LAL(R)"": {""pre"": 5, ""post"": 5}, ""LAL(-GA)(R)"": {""pre"": 5, ""post"": 5}}"
975197713,984536209,68,"{""LX(R)"": {""pre"": 38, ""post"": 38}, ""LAL(R)"": {""pre"": 38, ""post"": 38}, ""LAL(-GA)(R)"": {""pre"": 38, ""post"": 38}, ""INP"": {""pre"": 29, ""post"": 29}, ""CRE(R)"": {""pre"": 23, ""post"": 23}, ""CRE(-ROB,-RUB)(R)"": {""pre"": 23, ""post"": 23}, ""CRE(L)"": {""pre"": 6, ""post"": 6}, ""CRE(-RUB)(L)"": {""pre"": 6, ""post"": 6}, ""LX(L)"": {""pre"": 1, ""post"": 1}, ""LAL(L)"": {""pre"": 1, ""post"": 1}}"
975197713,985826737,5,"{""LX(R)"": {""pre"": 3, ""post"": 3}, ""LAL(R)"": {""pre"": 3, ""post"": 3}, ""LAL(-GA)(R)"": {""pre"": 3, ""post"": 3}, ""INP"": {""pre"": 2, ""post"": 2}, ""CRE(R)"": {""pre"": 2, ""post"": 2}, ""CRE(-ROB,-RUB)(R)"": {""pre"": 2, ""post"": 2}}"
975197713,1011611587,6,"{""LX(R)"": {""pre"": 4, ""post"": 4}, ""LAL(R)"": {""pre"": 4, ""post"": 4}, ""LAL(-GA)(R)"": {""pre"": 4, ""post"": 4}, ""INP"": {""pre"": 2, ""post"": 2}, ""CRE(R)"": {""pre"": 2, ""post"": 2}, ""CRE(-ROB,-RUB)(R)"": {""pre"": 2, ""post"": 2}}"
975197713,1112443807,45,"{""LX(L)"": {""pre"": 21, ""post"": 21}, ""LAL(L)"": {""pre"": 21, ""post"": 21}, ""INP"": {""pre"": 20, ""post"": 20}, ""CRE(R)"": {""pre"": 11, ""post"": 11}, ""CRE(-ROB,-RUB)(R)"": {""pre"": 11, ""post"": 11}, ""LX(R)"": {""pre"": 4, ""post"": 4}, ""LAL(R)"": {""pre"": 4, ""post"": 4}, ""LAL(-GA)(R)"": {""pre"": 4, ""post"": 4}, ""CRE(L)"": {""pre"": 9, ""post"": 9}, ""CRE(-RUB)(L)"": {""pre"": 9, ""post"": 9}}"
975197713,1144761556,94,"{""INP"": {""pre"": 36, ""post"": 36}, ""CRE(L)"": {""pre"": 5, ""post"": 5}, ""CRE(-RUB)(L)"": {""pre"": 5, ""post"": 5}, ""LX(R)"": {""pre"": 52, ""post"": 52}, ""LAL(R)"": {""pre"": 52, ""post"": 52}, ""LAL(-GA)(R)"": {""pre"": 52, ""post"": 52}, ""CRE(R)"": {""pre"": 31, ""post"": 31}, ""CRE(-ROB,-RUB)(R)"": {""pre"": 31, ""post"": 31}, ""VMNP"": {""pre"": 1, ""post"": 1}, ""VES(R)"": {""pre"": 1, ""post"": 1}, ""LX(L)"": {""pre"": 5, ""post"": 5}, ""LAL(L)"": {""pre"": 5, ""post"": 5}}"
975197713,1160073701,5,"{""INP"": {""pre"": 3, ""post"": 3}, ""CRE(L)"": {""pre"": 1, ""post"": 1}, ""CRE(-RUB)(L)"": {""pre"": 1, ""post"": 1}, ""LX(R)"": {""pre"": 2, ""post"": 2}, ""LAL(R)"": {""pre"": 2, ""post"": 2}, ""LAL(-GA)(R)"": {""pre"": 2, ""post"": 2}, ""CRE(R)"": {""pre"": 2, ""post"": 2}, ""CRE(-ROB,-RUB)(R)"": {""pre"": 2, ""post"": 2}}"
975197713,1292367728,98,"{""LX(R)"": {""pre"": 63, ""post"": 64}, ""LAL(R)"": {""pre"": 63, ""post"": 64}, ""LAL(-GA)(R)"": {""pre"": 63, ""post"": 64}, ""INP"": {""pre"": 34, ""post"": 34}, ""CRE(R)"": {""pre"": 34, ""post"": 34}, ""CRE(-ROB,-RUB)(R)"": {""pre"": 34, ""post"": 34}, ""VMNP"": {""pre"": 1}, ""VES(R)"": {""pre"": 1}}"
975197713,1323402830,3,"{""LX(R)"": {""pre"": 3, ""post"": 3}, ""LAL(R)"": {""pre"": 3, ""post"": 3}, ""LAL(-GA)(R)"": {""pre"": 3, ""post"": 3}}"
975197713,1325133618,5,"{""LX(R)"": {""pre"": 3, ""post"": 3}, ""LAL(R)"": {""pre"": 3, ""post"": 3}, ""LAL(-GA)(R)"": {""pre"": 3, ""post"": 3}, ""LX(L)"": {""pre"": 2, ""post"": 2}, ""LAL(L)"": {""pre"": 2, ""post"": 2}}"
975197713,1419261730,35,"{""INP"": {""pre"": 14, ""post"": 14}, ""CRE(R)"": {""pre"": 14, ""post"": 14}, ""CRE(-ROB,-RUB)(R)"": {""pre"": 14, ""post"": 14}, ""LX(R)"": {""pre"": 20, ""post"": 21}, ""LAL(R)"": {""pre"": 20, ""post"": 21}, ""LAL(-GA)(R)"": {""pre"": 20, ""post"": 21}, ""VMNP"": {""pre"": 1}, ""VES(R)"": {""pre"": 1}}"
975197713,1450318227,3,"{""LX(R)"": {""pre"": 3, ""post"": 3}, ""LAL(R)"": {""pre"": 3, ""post"": 3}, ""LAL(-GA)(R)"": {""pre"": 3, ""post"": 3}}"
975197713,1511032500,3,"{""LX(R)"": {""pre"": 3, ""post"": 3}, ""LAL(R)"": {""pre"": 3, ""post"": 3}, ""LAL(-GA)(R)"": {""pre"": 3, ""post"": 3}}"
975197713,1512707390,14,"{""INP"": {""pre"": 6, ""post"": 6}, ""CRE(R)"": {""pre"": 6, ""post"": 6}, ""CRE(-ROB,-RUB)(R)"": {""pre"": 6, ""post"": 6}, ""LX(R)"": {""pre"": 8, ""post"": 8}, ""LAL(R)"": {""pre"": 8, ""post"": 8}, ""LAL(-GA)(R)"": {""pre"": 8, ""post"": 8}}"
975197713,1598011458,19,"{""INP"": {""pre"": 11, ""post"": 11}, ""CRE(R)"": {""pre"": 11, ""post"": 11}, ""CRE(-ROB,-RUB)(R)"": {""pre"": 11, ""post"": 11}, ""LX(R)"": {""pre"": 8, ""post"": 8}, ""LAL(R)"": {""pre"": 8, ""post"": 8}, ""LAL(-GA)(R)"": {""pre"": 8, ""post"": 8}}"
975197713,1667886676,3,"{""INP"": {""pre"": 1, ""post"": 1}, ""CRE(R)"": {""pre"": 1, ""post"": 1}, ""CRE(-ROB,-RUB)(R)"": {""pre"": 1, ""post"": 1}, ""LX(R)"": {""pre"": 2, ""post"": 2}, ""LAL(R)"": {""pre"": 2, ""post"": 2}, ""LAL(-GA)(R)"": {""pre"": 2, ""post"": 2}}"
975197713,1694807145,6,"{""INP"": {""pre"": 5, ""post"": 5}, ""CRE(R)"": {""pre"": 5, ""post"": 5}, ""CRE(-ROB,-RUB)(R)"": {""pre"": 5, ""post"": 5}, ""LX(R)"": {""pre"": 1, ""post"": 1}, ""LAL(R)"": {""pre"": 1, ""post"": 1}, ""LAL(-GA)(R)"": {""pre"": 1, ""post"": 1}}"
975197713,5812983825,92,"{""INP"": {""pre"": 28, ""post"": 28}, ""CRE(R)"": {""pre"": 26, ""post"": 26}, ""CRE(-ROB,-RUB)(R)"": {""pre"": 26, ""post"": 26}, ""LX(R)"": {""pre"": 58, ""post"": 59}, ""LAL(R)"": {""pre"": 58, ""post"": 59}, ""LAL(-GA)(R)"": {""pre"": 58, ""post"": 59}, ""CRE(L)"": {""pre"": 2, ""post"": 2}, ""CRE(-RUB)(L)"": {""pre"": 2, ""post"": 2}, ""LX(L)"": {""pre"": 5, ""post"": 5}, ""LAL(L)"": {""pre"": 5, ""post"": 5}, ""VMNP"": {""pre"": 1}, ""VES(R)"": {""pre"": 1}}"
975197713,5813066838,19,"{""LX(R)"": {""pre"": 19, ""post"": 19}, ""LAL(R)"": {""pre"": 19, ""post"": 19}, ""LAL(-GA)(R)"": {""pre"": 19, ""post"": 19}}"
975197713,5813079192,4,"{""LX(R)"": {""pre"": 3, ""post"": 3}, ""LAL(R)"": {""pre"": 3, ""post"": 3}, ""LAL(-GA)(R)"": {""pre"": 3, ""post"": 3}, ""INP"": {""pre"": 1, ""post"": 1}, ""CRE(R)"": {""pre"": 1, ""post"": 1}, ""CRE(-ROB,-RUB)(R)"": {""pre"": 1, ""post"": 1}}"
975197713,5813105778,21,"{""INP"": {""pre"": 14, ""post"": 14}, ""CRE(R)"": {""pre"": 9, ""post"": 9}, ""CRE(-ROB,-RUB)(R)"": {""pre"": 9, ""post"": 9}, ""LX(R)"": {""pre"": 2, ""post"": 2}, ""LAL(R)"": {""pre"": 2, ""post"": 2}, ""LAL(-GA)(R)"": {""pre"": 2, ""post"": 2}, ""CRE(L)"": {""pre"": 5, ""post"": 5}, ""CRE(-RUB)(L)"": {""pre"": 5, ""post"": 5}, ""SNP(L)"": {""pre"": 1, ""post"": 1}, ""SMP(L)"": {""pre"": 1, ""post"": 1}, ""LX(L)"": {""pre"": 4, ""post"": 4}, ""LAL(L)"": {""pre"": 4, ""post"": 4}}"
975197713,5901221584,41,"{""INP"": {""pre"": 14, ""post"": 14}, ""CRE(R)"": {""pre"": 13, ""post"": 13}, ""CRE(-ROB,-RUB)(R)"": {""pre"": 13, ""post"": 13}, ""LX(R)"": {""pre"": 27, ""post"": 27}, ""LAL(R)"": {""pre"": 27, ""post"": 27}, ""LAL(-GA)(R)"": {""pre"": 27, ""post"": 27}, ""CRE(L)"": {""pre"": 1, ""post"": 1}, ""CRE(-RUB)(L)"": {""pre"": 1, ""post"": 1}}"
975197713,7112622044,18,"{""INP"": {""pre"": 13, ""post"": 13}, ""CRE(L)"": {""pre"": 12, ""post"": 12}, ""CRE(-RUB)(L)"": {""pre"": 12, ""post"": 12}, ""LX(L)"": {""pre"": 3, ""post"": 3}, ""LAL(L)"": {""pre"": 3, ""post"": 3}, ""VMNP"": {""pre"": 1, ""post"": 1}, ""VES(R)"": {""pre"": 1, ""post"": 1}, ""CRE(R)"": {""pre"": 1, ""post"": 1}, ""CRE(-ROB,-RUB)(R)"": {""pre"": 1, ""post"": 1}, ""LX(R)"": {""pre"": 1, ""post"": 1}, ""LAL(R)"": {""pre"": 1, ""post"": 1}, ""LAL(-GA)(R)"": {""pre"": 1, ""post"": 1}}"
979666456,952374245,3,"{""LX(R)"": {""pre"": 3, ""post"": 3}, ""LAL(R)"": {""pre"": 3, ""post"": 3}, ""LAL(-GA)(R)"": {""pre"": 3, ""post"": 3}}"
979666456,952987284,5,"{""LX(L)"": {""pre"": 1, ""post"": 1}, ""LAL(L)"": {""pre"": 1, ""post"": 1}, ""LX(R)"": {""pre"": 4, ""post"": 4}, ""LAL(R)"": {""pre"": 4, ""post"": 4}, ""LAL(-GA)(R)"": {""pre"": 4, ""post"": 4}}"
979666456,1101094884,5,"{""LX(L)"": {""pre"": 2, ""post"": 2}, ""LAL(L)"": {""pre"": 2, ""post"": 2}, ""SNP(R)"": {""pre"": 1, ""post"": 1}, ""SIP(R)"": {""pre"": 1, ""post"": 1}, ""LX(R)"": {""pre"": 2, ""post"": 2}, ""LAL(R)"": {""pre"": 2, ""post"": 2}, ""LAL(-GA)(R)"": {""pre"": 2, ""post"": 2}}"
