source,target,weight,roiInfo
481268762,5812980156,4,"{""SNP(R)"": {""pre"": 4, ""post"": 4}, ""SLP(R)"": {""pre"": 2, ""post"": 2}, ""SMP(R)"": {""pre"": 2, ""post"": 2}}"
481600824,327499164,16,"{""SNP(R)"": {""pre"": 14, ""post"": 14}, ""SLP(R)"": {""pre"": 14, ""post"": 14}, ""LH(R)"": {""pre"": 2, ""post"": 2}}"
481600824,328543014,3,"{""SNP(R)"": {""pre"": 3, ""post"": 3}, ""SLP(R)"": {""pre"": 3, ""post"": 3}}"
481600824,328861282,3,"{""SNP(R)"": {""pre"": 3, ""post"": 3}, ""SLP(R)"": {""pre"": 3, ""post"": 3}}"
481600824,330268940,10,"{""SNP(R)"": {""pre"": 9, ""post"": 9}, ""SLP(R)"": {""pre"": 9, ""post"": 9}, ""LH(R)"": {""pre"": 1, ""post"": 1}}"
481600824,361959852,3,"{""SNP(R)"": {""pre"": 3, ""post"": 3}, ""SLP(R)"": {""pre"": 3, ""post"": 3}}"
481600824,391954490,4,"{""SNP(R)"": {""pre"": 4, ""post"": 4}, ""SLP(R)"": {""pre"": 4, ""post"": 4}}"
481600824,480590566,3,"{""LH(R)"": {""pre"": 3, ""post"": 3}}"
481600824,514406435,3,"{""LH(R)"": {""pre"": 3, ""post"": 3}}"
481600824,574723544,3,"{""LH(R)"": {""pre"": 3, ""post"": 3}}"
481600824,668485522,6,"{""LH(R)"": {""pre"": 6, ""post"": 6}}"
481600824,5813068669,12,"{""SNP(R)"": {""pre"": 12, ""post"": 12}, ""SLP(R)"": {""pre"": 12, ""post"": 12}}"
481627444,295798962,8,"{""LH(R)"": {""pre"": 5, ""post"": 5}, ""SNP(R)"": {""pre"": 3, ""post"": 3}, ""SLP(R)"": {""pre"": 3, ""post"": 3}}"
481627444,327499164,18,"{""SNP(R)"": {""pre"": 17, ""post"": 17}, ""SLP(R)"": {""pre"": 16, ""post"": 16}, ""LH(R)"": {""pre"": 1, ""post"": 1}, ""SIP(R)"": {""pre"": 1, ""post"": 1}}"
481627444,329581637,17,"{""SNP(R)"": {""pre"": 13, ""post"": 14}, ""SLP(R)"": {""pre"": 12, ""post"": 13}, ""LH(R)"": {""pre"": 4, ""post"": 3}, ""SIP(R)"": {""pre"": 1, ""post"": 1}}"
481627444,359210228,5,"{""SNP(R)"": {""pre"": 5, ""post"": 5}, ""SLP(R)"": {""pre"": 5, ""post"": 5}}"
481627444,391954490,19,"{""SNP(R)"": {""pre"": 17, ""post"": 17}, ""SLP(R)"": {""pre"": 17, ""post"": 17}, ""LH(R)"": {""pre"": 2, ""post"": 2}}"
481627444,419929377,3,"{""LH(R)"": {""pre"": 2, ""post"": 2}, ""SNP(R)"": {""pre"": 1, ""post"": 1}, ""SLP(R)"": {""pre"": 1, ""post"": 1}}"
481627444,452677169,3,"{""SNP(R)"": {""pre"": 1, ""post"": 1}, ""SLP(R)"": {""pre"": 1, ""post"": 1}, ""LH(R)"": {""pre"": 2, ""post"": 2}}"
481627444,453350926,3,"{""SNP(R)"": {""pre"": 3, ""post"": 3}, ""SLP(R)"": {""pre"": 3, ""post"": 3}}"
481627444,455828904,3,"{""SNP(R)"": {""pre"": 2, ""post"": 2}, ""SLP(R)"": {""pre"": 2, ""post"": 2}, ""LH(R)"": {""pre"": 1, ""post"": 1}}"
481627444,456187010,5,"{""LH(R)"": {""pre"": 3, ""post"": 3}, ""SNP(R)"": {""pre"": 2, ""post"": 2}, ""SLP(R)"": {""pre"": 2, ""post"": 2}}"
481627444,483017681,4,"{""SNP(R)"": {""pre"": 4, ""post"": 4}, ""SLP(R)"": {""pre"": 4, ""post"": 4}}"
481627444,515390688,8,"{""SNP(R)"": {""pre"": 6, ""post"": 6}, ""SLP(R)"": {""pre"": 6, ""post"": 6}, ""LH(R)"": {""pre"": 2, ""post"": 2}}"
481627444,542298702,3,"{""LH(R)"": {""pre"": 3, ""post"": 3}}"
481627444,544750318,4,"{""SNP(R)"": {""pre"": 3, ""post"": 3}, ""SLP(R)"": {""pre"": 3, ""post"": 3}, ""LH(R)"": {""pre"": 1, ""post"": 1}}"
481627444,551989415,4,"{""SNP(R)"": {""pre"": 3, ""post"": 3}, ""SMP(R)"": {""pre"": 1, ""post"": 1}, ""SLP(R)"": {""pre"": 2, ""post"": 2}, ""LH(R)"": {""pre"": 1, ""post"": 1}}"
481627444,576773752,3,"{""LH(R)"": {""pre"": 2, ""post"": 2}, ""SNP(R)"": {""pre"": 1, ""post"": 1}, ""SLP(R)"": {""pre"": 1, ""post"": 1}}"
481627444,638476365,3,"{""SNP(R)"": {""pre"": 1, ""post"": 1}, ""SLP(R)"": {""pre"": 1, ""post"": 1}, ""LH(R)"": {""pre"": 2, ""post"": 2}}"
481627444,5813013202,3,"{""LH(R)"": {""pre"": 1, ""post"": 1}, ""SNP(R)"": {""pre"": 2, ""post"": 2}, ""SLP(R)"": {""pre"": 2, ""post"": 2}}"
481627444,5813047407,3,"{""LH(R)"": {""pre"": 2, ""post"": 2}, ""SNP(R)"": {""pre"": 1, ""post"": 1}, ""SLP(R)"": {""pre"": 1, ""post"": 1}}"
481627444,5813095395,3,"{""SNP(R)"": {""pre"": 3, ""post"": 3}, ""SLP(R)"": {""pre"": 3, ""post"": 3}}"
481941611,327499164,6,"{""SNP(R)"": {""pre"": 4, ""post"": 4}, ""SLP(R)"": {""pre"": 4, ""post"": 4}, ""LH(R)"": {""pre"": 2, ""post"": 2}}"
481941611,328861282,4,"{""SNP(R)"": {""pre"": 4, ""post"": 4}, ""SLP(R)"": {""pre"": 4, ""post"": 4}}"
481941611,329581637,6,"{""SNP(R)"": {""pre"": 6, ""post"": 6}, ""SLP(R)"": {""pre"": 6, ""post"": 6}}"
481941611,330268940,12,"{""LH(R)"": {""pre"": 1, ""post"": 1}, ""SNP(R)"": {""pre"": 11, ""post"": 11}, ""SLP(R)"": {""pre"": 11, ""post"": 11}}"
481941611,360578457,4,"{""SNP(R)"": {""pre"": 4, ""post"": 4}, ""SLP(R)"": {""pre"": 4, ""post"": 4}}"
481941611,391954490,14,"{""SNP(R)"": {""pre"": 14, ""post"": 14}, ""SLP(R)"": {""pre"": 14, ""post"": 14}}"
481941611,455746581,5,"{""SNP(R)"": {""pre"": 5, ""post"": 5}, ""SLP(R)"": {""pre"": 5, ""post"": 5}}"
481941611,480590566,3,"{""SNP(R)"": {""pre"": 2, ""post"": 2}, ""SLP(R)"": {""pre"": 2, ""post"": 2}, ""LH(R)"": {""pre"": 1, ""post"": 1}}"
481941611,514375643,5,"{""SNP(R)"": {""pre"": 5, ""post"": 5}, ""SLP(R)"": {""pre"": 5, ""post"": 5}}"
481941611,514406435,3,"{""LH(R)"": {""pre"": 3, ""post"": 3}}"
481941611,544361987,3,"{""SNP(R)"": {""pre"": 3, ""post"": 3}, ""SLP(R)"": {""pre"": 3, ""post"": 3}}"
481941611,636792984,7,"{""SNP(R)"": {""pre"": 1, ""post"": 1}, ""SLP(R)"": {""pre"": 1, ""post"": 1}, ""LH(R)"": {""pre"": 6, ""post"": 6}}"
481941611,882003599,4,"{""LH(R)"": {""pre"": 4, ""post"": 4}}"
481941611,5812980824,3,"{""LH(R)"": {""pre"": 1, ""post"": 1}, ""SNP(R)"": {""pre"": 2, ""post"": 2}, ""SLP(R)"": {""pre"": 2, ""post"": 2}}"
481941611,5813055865,3,"{""LH(R)"": {""pre"": 2, ""post"": 2}, ""SNP(R)"": {""pre"": 1, ""post"": 1}, ""SLP(R)"": {""pre"": 1, ""post"": 1}}"
481941611,5813068669,15,"{""LH(R)"": {""pre"": 4, ""post"": 4}, ""SNP(R)"": {""pre"": 11, ""post"": 11}, ""SLP(R)"": {""pre"": 11, ""post"": 11}}"
481941688,327499164,20,"{""SNP(R)"": {""pre"": 11, ""post"": 11}, ""SLP(R)"": {""pre"": 11, ""post"": 11}, ""LH(R)"": {""pre"": 9, ""post"": 9}}"
481941688,328861282,14,"{""SNP(R)"": {""pre"": 13, ""post"": 13}, ""SLP(R)"": {""pre"": 13, ""post"": 13}, ""LH(R)"": {""pre"": 1, ""post"": 1}}"
481941688,514713432,3,"{""LH(R)"": {""pre"": 3, ""post"": 3}}"
481941688,760604568,3,"{""LH(R)"": {""pre"": 3, ""post"": 3}}"
481941688,5813068669,7,"{""SNP(R)"": {""pre"": 7, ""post"": 7}, ""SLP(R)"": {""pre"": 7, ""post"": 7}}"
481941832,327499164,5,"{""LH(R)"": {""pre"": 4, ""post"": 4}, ""SNP(R)"": {""pre"": 1, ""post"": 1}, ""SLP(R)"": {""pre"": 1, ""post"": 1}}"
481941832,5813068669,4,"{""SNP(R)"": {""pre"": 4, ""post"": 4}, ""SLP(R)"": {""pre"": 4, ""post"": 4}}"
481941855,453009665,3,"{""SNP(R)"": {""pre"": 3, ""post"": 3}, ""SLP(R)"": {""pre"": 3, ""post"": 3}}"
481941855,541965840,6,"{""SNP(R)"": {""pre"": 6, ""post"": 6}, ""SLP(R)"": {""pre"": 6, ""post"": 6}}"
481941855,5901194027,10,"{""SNP(R)"": {""pre"": 10, ""post"": 10}, ""SLP(R)"": {""pre"": 10, ""post"": 10}}"
481941863,327499164,4,"{""SNP(R)"": {""pre"": 3, ""post"": 3}, ""SLP(R)"": {""pre"": 3, ""post"": 3}, ""LH(R)"": {""pre"": 1, ""post"": 1}}"
481941863,328543014,3,"{""SNP(R)"": {""pre"": 3, ""post"": 3}, ""SLP(R)"": {""pre"": 3, ""post"": 3}}"
481941922,327499164,16,"{""SNP(R)"": {""pre"": 13, ""post"": 13}, ""SLP(R)"": {""pre"": 13, ""post"": 13}, ""LH(R)"": {""pre"": 3, ""post"": 3}}"
481941922,328861282,3,"{""SNP(R)"": {""pre"": 3, ""post"": 3}, ""SLP(R)"": {""pre"": 3, ""post"": 3}}"
481946285,325472654,7,"{""SNP(R)"": {""pre"": 7, ""post"": 7}, ""SLP(R)"": {""pre"": 7, ""post"": 7}}"
481946285,387215056,4,"{""SNP(R)"": {""pre"": 4, ""post"": 4}, ""SLP(R)"": {""pre"": 4, ""post"": 4}}"
481946285,418205694,4,"{""SNP(R)"": {""pre"": 4, ""post"": 4}, ""SLP(R)"": {""pre"": 4, ""post"": 4}, ""dACA(R)"": {""pre"": 1, ""post"": 1}, ""MB(+ACA)(R)"": {""pre"": 1, ""post"": 1}}"
481946285,573009633,3,"{""SNP(R)"": {""pre"": 3, ""post"": 3}, ""SLP(R)"": {""pre"": 3, ""post"": 3}, ""dACA(R)"": {""pre"": 2, ""post"": 2}, ""MB(+ACA)(R)"": {""pre"": 2, ""post"": 2}}"
481946285,5812979935,4,"{""SNP(R)"": {""pre"": 4, ""post"": 4}, ""SLP(R)"": {""pre"": 4, ""post"": 4}, ""dACA(R)"": {""pre"": 1, ""post"": 1}, ""MB(+ACA)(R)"": {""pre"": 1, ""post"": 1}}"
481946285,5813077562,4,"{""SNP(R)"": {""pre"": 4, ""post"": 4}, ""SLP(R)"": {""pre"": 4, ""post"": 4}}"
481989534,328543014,4,"{""SNP(R)"": {""pre"": 1, ""post"": 1}, ""SLP(R)"": {""pre"": 1, ""post"": 1}, ""LH(R)"": {""pre"": 3, ""post"": 3}}"
481989534,360254511,5,"{""SNP(R)"": {""pre"": 5, ""post"": 5}, ""SLP(R)"": {""pre"": 5, ""post"": 5}}"
481989534,422666053,3,"{""SNP(R)"": {""pre"": 3, ""post"": 3}, ""SLP(R)"": {""pre"": 3, ""post"": 3}}"
481989534,483038957,3,"{""SNP(R)"": {""pre"": 3, ""post"": 3}, ""SLP(R)"": {""pre"": 3, ""post"": 3}}"
482002701,327499164,40,"{""SNP(R)"": {""pre"": 7, ""post"": 7}, ""SLP(R)"": {""pre"": 7, ""post"": 7}, ""LH(R)"": {""pre"": 33, ""post"": 33}}"
482002701,420956527,7,"{""SNP(R)"": {""pre"": 7, ""post"": 7}, ""SLP(R)"": {""pre"": 7, ""post"": 7}}"
482002701,451644891,13,"{""SNP(R)"": {""pre"": 12, ""post"": 12}, ""SLP(R)"": {""pre"": 12, ""post"": 12}, ""LH(R)"": {""pre"": 1, ""post"": 1}}"
482002701,546083486,5,"{""LH(R)"": {""pre"": 1, ""post"": 1}, ""SNP(R)"": {""pre"": 4, ""post"": 4}, ""SLP(R)"": {""pre"": 4, ""post"": 4}}"
482002701,573329873,6,"{""SNP(R)"": {""pre"": 6, ""post"": 6}, ""SLP(R)"": {""pre"": 6, ""post"": 6}}"
482002701,697476780,4,"{""LH(R)"": {""pre"": 4, ""post"": 4}}"
482002701,5813047174,3,"{""SNP(R)"": {""pre"": 3, ""post"": 3}, ""SLP(R)"": {""pre"": 3, ""post"": 3}}"
482002701,5813087621,6,"{""LH(R)"": {""pre"": 6, ""post"": 6}}"
482006328,328861282,3,"{""SNP(R)"": {""pre"": 3, ""post"": 3}, ""SLP(R)"": {""pre"": 3, ""post"": 3}}"
482006328,360254511,3,"{""SNP(R)"": {""pre"": 3, ""post"": 3}, ""SLP(R)"": {""pre"": 3, ""post"": 3}}"
482006328,390948259,7,"{""LH(R)"": {""pre"": 5, ""post"": 5}, ""SNP(R)"": {""pre"": 2, ""post"": 2}, ""SLP(R)"": {""pre"": 2, ""post"": 2}}"
482680447,327499164,16,"{""LH(R)"": {""pre"": 10, ""post"": 10}, ""SNP(R)"": {""pre"": 6, ""post"": 6}, ""SLP(R)"": {""pre"": 6, ""post"": 6}}"
482680447,328543014,11,"{""LH(R)"": {""pre"": 7, ""post"": 7}, ""SNP(R)"": {""pre"": 4, ""post"": 4}, ""SLP(R)"": {""pre"": 4, ""post"": 4}}"
482680447,328861282,15,"{""LH(R)"": {""pre"": 14, ""post"": 14}, ""SNP(R)"": {""pre"": 1, ""post"": 1}, ""SLP(R)"": {""pre"": 1, ""post"": 1}}"
482680447,330268940,44,"{""SNP(R)"": {""pre"": 19, ""post"": 19}, ""SLP(R)"": {""pre"": 19, ""post"": 19}, ""LH(R)"": {""pre"": 25, ""post"": 25}}"
482680447,356429209,8,"{""SNP(R)"": {""pre"": 7, ""post"": 7}, ""SLP(R)"": {""pre"": 7, ""post"": 7}, ""INP"": {""pre"": 1, ""post"": 1}, ""SCL(R)"": {""pre"": 1, ""post"": 1}}"
482680447,359581549,5,"{""LH(R)"": {""pre"": 5, ""post"": 5}}"
482680447,361259770,8,"{""LH(R)"": {""pre"": 8, ""post"": 8}}"
482680447,361955275,16,"{""SNP(R)"": {""pre"": 12, ""post"": 12}, ""SLP(R)"": {""pre"": 12, ""post"": 12}, ""LH(R)"": {""pre"": 4, ""post"": 4}}"
482680447,387568523,11,"{""LH(R)"": {""pre"": 6, ""post"": 6}, ""SNP(R)"": {""pre"": 5, ""post"": 5}, ""SLP(R)"": {""pre"": 5, ""post"": 5}}"
482680447,421641859,3,"{""LH(R)"": {""pre"": 3, ""post"": 3}}"
482680447,422666053,10,"{""LH(R)"": {""pre"": 9, ""post"": 9}, ""SNP(R)"": {""pre"": 1, ""post"": 1}, ""SLP(R)"": {""pre"": 1, ""post"": 1}}"
482680447,424716408,10,"{""LH(R)"": {""pre"": 4, ""post"": 4}, ""SNP(R)"": {""pre"": 6, ""post"": 6}, ""SLP(R)"": {""pre"": 6, ""post"": 6}}"
482680447,425471220,6,"{""LH(R)"": {""pre"": 4, ""post"": 4}, ""SNP(R)"": {""pre"": 1, ""post"": 1}, ""SLP(R)"": {""pre"": 1, ""post"": 1}, ""INP"": {""pre"": 1, ""post"": 1}, ""SCL(R)"": {""pre"": 1, ""post"": 1}}"
482680447,449227486,5,"{""LH(R)"": {""pre"": 5, ""post"": 5}}"
482680447,451995734,4,"{""SNP(R)"": {""pre"": 3, ""post"": 3}, ""SLP(R)"": {""pre"": 3, ""post"": 3}, ""LH(R)"": {""pre"": 1, ""post"": 1}}"
482680447,452336897,8,"{""SNP(R)"": {""pre"": 8, ""post"": 8}, ""SLP(R)"": {""pre"": 8, ""post"": 8}}"
482680447,453350926,4,"{""LH(R)"": {""pre"": 3, ""post"": 3}, ""SNP(R)"": {""pre"": 1, ""post"": 1}, ""SLP(R)"": {""pre"": 1, ""post"": 1}}"
482680447,480590566,13,"{""LH(R)"": {""pre"": 13, ""post"": 13}}"
482680447,483038957,7,"{""SNP(R)"": {""pre"": 1, ""post"": 1}, ""SLP(R)"": {""pre"": 1, ""post"": 1}, ""LH(R)"": {""pre"": 6, ""post"": 6}}"
482680447,512765816,7,"{""SNP(R)"": {""pre"": 5, ""post"": 5}, ""SLP(R)"": {""pre"": 5, ""post"": 5}, ""LH(R)"": {""pre"": 2, ""post"": 2}}"
482680447,541615964,3,"{""LH(R)"": {""pre"": 3, ""post"": 3}}"
482680447,545082184,6,"{""LH(R)"": {""pre"": 6, ""post"": 5}, ""SNP(R)"": {""post"": 1}, ""SLP(R)"": {""post"": 1}}"
482680447,573670049,6,"{""LH(R)"": {""pre"": 6, ""post"": 6}}"
482680447,574688051,7,"{""LH(R)"": {""pre"": 7, ""post"": 7}}"
482680447,574723544,7,"{""LH(R)"": {""pre"": 7, ""post"": 7}}"
482680447,636798093,3,"{""LH(R)"": {""pre"": 3, ""post"": 3}}"
482680447,666450841,6,"{""LH(R)"": {""pre"": 6, ""post"": 6}}"
482680447,672960748,3,"{""LH(R)"": {""pre"": 3, ""post"": 3}}"
482680447,696432315,4,"{""LH(R)"": {""pre"": 4, ""post"": 4}}"
482680447,728483249,6,"{""LH(R)"": {""pre"": 6, ""post"": 6}}"
482680447,852993150,3,"{""LH(R)"": {""pre"": 3, ""post"": 3}}"
482680447,5813013202,4,"{""LH(R)"": {""pre"": 4, ""post"": 4}}"
482680447,5813013443,5,"{""LH(R)"": {""pre"": 5, ""post"": 5}}"
482680447,5813020988,6,"{""LH(R)"": {""pre"": 6, ""post"": 6}}"
482680447,5813022459,11,"{""SNP(R)"": {""pre"": 7, ""post"": 7}, ""SLP(R)"": {""pre"": 7, ""post"": 7}, ""LH(R)"": {""pre"": 4, ""post"": 4}}"
482680447,5813040092,3,"{""LH(R)"": {""pre"": 1, ""post"": 1}, ""SNP(R)"": {""pre"": 2, ""post"": 2}, ""SLP(R)"": {""pre"": 2, ""post"": 2}}"
482680447,5813055800,15,"{""SNP(R)"": {""pre"": 5, ""post"": 5}, ""SLP(R)"": {""pre"": 5, ""post"": 5}, ""INP"": {""pre"": 5, ""post"": 5}, ""SCL(R)"": {""pre"": 5, ""post"": 5}, ""LH(R)"": {""pre"": 5, ""post"": 5}}"
482680447,5813055865,7,"{""LH(R)"": {""pre"": 7, ""post"": 7}}"
482680447,5813055963,3,"{""LH(R)"": {""pre"": 3, ""post"": 3}}"
482680447,5813087438,3,"{""SNP(R)"": {""pre"": 2, ""post"": 2}, ""SLP(R)"": {""pre"": 2, ""post"": 2}, ""LH(R)"": {""pre"": 1, ""post"": 1}}"
482680447,5813129453,3,"{""LH(R)"": {""pre"": 3, ""post"": 3}}"
482732443,327499164,6,"{""SNP(R)"": {""pre"": 6, ""post"": 6}, ""SIP(R)"": {""pre"": 6, ""post"": 6}}"
482732443,328611004,35,"{""SNP(R)"": {""pre"": 33, ""post"": 33}, ""SIP(R)"": {""pre"": 24, ""post"": 24}, ""INP"": {""pre"": 2, ""post"": 2}, ""CRE(R)"": {""pre"": 2, ""post"": 2}, ""CRE(-ROB,-RUB)(R)"": {""pre"": 2, ""post"": 2}, ""SLP(R)"": {""pre"": 4, ""post"": 4}, ""SMP(R)"": {""pre"": 5, ""post"": 5}}"
482732443,328861282,9,"{""SNP(R)"": {""pre"": 9, ""post"": 9}, ""SLP(R)"": {""pre"": 4, ""post"": 4}, ""SIP(R)"": {""pre"": 5, ""post"": 5}}"
482732443,5813068669,6,"{""SNP(R)"": {""pre"": 6, ""post"": 6}, ""SIP(R)"": {""pre"": 3, ""post"": 3}, ""SLP(R)"": {""pre"": 3, ""post"": 3}}"
483004258,327499164,4,"{""LH(R)"": {""pre"": 4, ""post"": 4}}"
483004258,449568848,4,"{""SNP(R)"": {""pre"": 4, ""post"": 4}, ""SLP(R)"": {""pre"": 4, ""post"": 4}}"
483004258,451304268,6,"{""SNP(R)"": {""pre"": 6, ""post"": 6}, ""SLP(R)"": {""pre"": 6, ""post"": 6}}"
483004258,452331917,3,"{""LH(R)"": {""pre"": 3, ""post"": 3}}"
483004258,511262901,3,"{""LH(R)"": {""pre"": 2, ""post"": 2}, ""SNP(R)"": {""pre"": 1, ""post"": 1}, ""SLP(R)"": {""pre"": 1, ""post"": 1}}"
483004258,517458316,3,"{""LH(R)"": {""pre"": 3, ""post"": 3}}"
483004258,605090489,4,"{""LH(R)"": {""pre"": 2, ""post"": 2}, ""SNP(R)"": {""pre"": 2, ""post"": 2}, ""SLP(R)"": {""pre"": 2, ""post"": 2}}"
483017681,330268940,3,"{""SNP(R)"": {""pre"": 3, ""post"": 3}, ""SMP(R)"": {""pre"": 2, ""post"": 2}, ""SLP(R)"": {""pre"": 1, ""post"": 1}}"
483017681,423748579,3,"{""SNP(R)"": {""pre"": 3, ""post"": 3}, ""SMP(R)"": {""pre"": 3, ""post"": 3}}"
483017681,487144598,20,"{""SNP(R)"": {""pre"": 20, ""post"": 20}, ""SMP(R)"": {""pre"": 16, ""post"": 16}, ""SIP(R)"": {""pre"": 4, ""post"": 4}}"
483017681,573683438,3,"{""SNP(R)"": {""pre"": 2, ""post"": 2}, ""SMP(R)"": {""pre"": 2, ""post"": 2}, ""LH(R)"": {""pre"": 1, ""post"": 1}}"
483017681,579575594,12,"{""SNP(R)"": {""pre"": 12, ""post"": 12}, ""SIP(R)"": {""pre"": 2, ""post"": 2}, ""SMP(R)"": {""pre"": 10, ""post"": 10}}"
483017681,607104768,4,"{""SNP(R)"": {""pre"": 3, ""post"": 3}, ""SLP(R)"": {""pre"": 3, ""post"": 3}, ""LH(R)"": {""pre"": 1, ""post"": 1}}"
483017681,700210227,5,"{""LH(R)"": {""pre"": 2, ""post"": 2}, ""SNP(R)"": {""pre"": 3, ""post"": 3}, ""SLP(R)"": {""pre"": 3, ""post"": 3}}"
483017681,731244892,3,"{""LH(R)"": {""pre"": 3, ""post"": 3}}"
483017681,792326206,3,"{""LH(R)"": {""pre"": 3, ""post"": 3}}"
483017681,5813035183,8,"{""SNP(R)"": {""pre"": 6, ""post"": 6}, ""SLP(R)"": {""pre"": 6, ""post"": 6}, ""LH(R)"": {""pre"": 2, ""post"": 2}}"
483017681,5813055800,3,"{""SNP(R)"": {""pre"": 3, ""post"": 3}, ""SMP(R)"": {""pre"": 3, ""post"": 3}}"
483017681,5813055865,5,"{""LH(R)"": {""pre"": 5, ""post"": 5}}"
483021600,327499164,8,"{""LH(R)"": {""pre"": 3, ""post"": 3}, ""SNP(R)"": {""pre"": 5, ""post"": 5}, ""SLP(R)"": {""pre"": 5, ""post"": 5}}"
483021600,359214479,4,"{""LH(R)"": {""pre"": 3, ""post"": 3}, ""SNP(R)"": {""pre"": 1, ""post"": 1}, ""SLP(R)"": {""pre"": 1, ""post"": 1}}"
483021600,359891881,6,"{""LH(R)"": {""pre"": 4, ""post"": 4}, ""SNP(R)"": {""pre"": 2, ""post"": 2}, ""SLP(R)"": {""pre"": 2, ""post"": 2}}"
483021600,390953189,3,"{""SNP(R)"": {""pre"": 3, ""post"": 3}, ""SLP(R)"": {""pre"": 3, ""post"": 3}}"
483021600,480262368,4,"{""SNP(R)"": {""pre"": 4, ""post"": 4}, ""SLP(R)"": {""pre"": 4, ""post"": 4}}"
483021600,543053986,3,"{""SNP(R)"": {""pre"": 3, ""post"": 3}, ""SLP(R)"": {""pre"": 3, ""post"": 3}}"
483021600,572647105,3,"{""SNP(R)"": {""pre"": 2, ""post"": 2}, ""SLP(R)"": {""pre"": 2, ""post"": 2}, ""LH(R)"": {""pre"": 1, ""post"": 1}}"
483021600,573329873,4,"{""SNP(R)"": {""pre"": 4, ""post"": 4}, ""SLP(R)"": {""pre"": 4, ""post"": 4}}"
483021600,605090489,3,"{""SNP(R)"": {""pre"": 3, ""post"": 3}, ""SLP(R)"": {""pre"": 3, ""post"": 3}}"
483038957,328543014,4,"{""SNP(R)"": {""pre"": 4, ""post"": 4}, ""SLP(R)"": {""pre"": 4, ""post"": 4}}"
483038957,328861282,21,"{""SNP(R)"": {""pre"": 19, ""post"": 19}, ""SLP(R)"": {""pre"": 19, ""post"": 19}, ""LH(R)"": {""pre"": 2, ""post"": 2}}"
483038957,330268940,20,"{""SNP(R)"": {""pre"": 20, ""post"": 20}, ""SLP(R)"": {""pre"": 20, ""post"": 20}}"
483038957,360254511,8,"{""SNP(R)"": {""pre"": 8, ""post"": 8}, ""SLP(R)"": {""pre"": 8, ""post"": 8}}"
483038957,390935535,4,"{""SNP(R)"": {""pre"": 4, ""post"": 4}, ""SLP(R)"": {""pre"": 4, ""post"": 4}}"
483038957,422312023,3,"{""SNP(R)"": {""pre"": 3, ""post"": 3}, ""SLP(R)"": {""pre"": 3, ""post"": 3}}"
483038957,514073078,3,"{""SNP(R)"": {""pre"": 3, ""post"": 3}, ""SLP(R)"": {""pre"": 3, ""post"": 3}}"
483038957,5813068669,38,"{""SNP(R)"": {""pre"": 37, ""post"": 37}, ""SLP(R)"": {""pre"": 37, ""post"": 37}, ""LH(R)"": {""pre"": 1, ""post"": 1}}"
483354202,327499164,5,"{""LH(R)"": {""pre"": 5, ""post"": 5}}"
483354202,421641859,3,"{""SNP(R)"": {""pre"": 2, ""post"": 2}, ""SLP(R)"": {""pre"": 2, ""post"": 2}, ""LH(R)"": {""pre"": 1, ""post"": 1}}"
483354202,424716408,3,"{""LH(R)"": {""pre"": 1, ""post"": 1}, ""SNP(R)"": {""pre"": 2, ""post"": 2}, ""SLP(R)"": {""pre"": 2, ""post"": 2}}"
483354202,451995734,7,"{""SNP(R)"": {""pre"": 7, ""post"": 7}, ""SLP(R)"": {""pre"": 7, ""post"": 7}}"
483354202,573683438,3,"{""LH(R)"": {""pre"": 2, ""post"": 3}, ""SNP(R)"": {""pre"": 1}, ""SLP(R)"": {""pre"": 1}}"
483716037,327499164,9,"{""LH(R)"": {""pre"": 6, ""post"": 6}, ""SNP(R)"": {""pre"": 3, ""post"": 3}, ""SLP(R)"": {""pre"": 3, ""post"": 3}}"
483716037,328543014,3,"{""SNP(R)"": {""pre"": 2, ""post"": 2}, ""SLP(R)"": {""pre"": 2, ""post"": 2}, ""LH(R)"": {""pre"": 1, ""post"": 1}}"
483716037,328611004,8,"{""SNP(R)"": {""pre"": 8, ""post"": 8}, ""SLP(R)"": {""pre"": 2, ""post"": 2}, ""SIP(R)"": {""pre"": 6, ""post"": 6}}"
483716037,328861282,4,"{""LH(R)"": {""pre"": 3, ""post"": 3}, ""SNP(R)"": {""pre"": 1, ""post"": 1}, ""SLP(R)"": {""pre"": 1, ""post"": 1}}"
483716037,330268940,15,"{""SNP(R)"": {""pre"": 15, ""post"": 15}, ""SLP(R)"": {""pre"": 12, ""post"": 12}, ""SIP(R)"": {""pre"": 3, ""post"": 3}}"
483716037,359901157,6,"{""SNP(R)"": {""pre"": 6, ""post"": 6}, ""SLP(R)"": {""pre"": 5, ""post"": 5}, ""SIP(R)"": {""pre"": 1, ""post"": 1}}"
483716037,361259770,12,"{""SNP(R)"": {""pre"": 12, ""post"": 12}, ""SLP(R)"": {""pre"": 12, ""post"": 12}}"
483716037,390271033,7,"{""SNP(R)"": {""pre"": 7, ""post"": 7}, ""SLP(R)"": {""pre"": 7, ""post"": 7}}"
483716037,392368893,3,"{""SNP(R)"": {""pre"": 3, ""post"": 3}, ""SLP(R)"": {""pre"": 3, ""post"": 3}}"
483716037,421641859,14,"{""SNP(R)"": {""pre"": 13, ""post"": 13}, ""SLP(R)"": {""pre"": 13, ""post"": 13}, ""LH(R)"": {""pre"": 1, ""post"": 1}}"
